id,created,updated,title,content,tags,product,topic,locale,answers,creator
1271227,2019-10-23 23:29:31 UTC,2019-10-24T01:12:36Z,How do I add custom css to Firefox default homepage via addon?,"<p>I've noticed that the ""chrome/userContent.css"" file doesn't effect the homepage anymore, but I'd rather do it through an addon. Is it possible to inject css into firefox's default homepage?
</p>",firefox-700;customize;desktop;windows-81;,firefox,customize,en-US,1260496;1260527;,Adam5
1271226,2019-10-23 23:20:43 UTC,2019-10-24T17:35:48Z,where is the Favorites icon?,"<p>Just upgraded to 70.0 and the star icon for Favorites is missing from the tool bar.  How do I get it back???
</p>",firefox-700;other;desktop;windows-81;,firefox,other,en-US,1260498;1260500;1260621;1260632;1260701;1260703;1260716;1260723;,2keating
1271223,2019-10-23 22:56:00 UTC,2019-10-24T02:07:46Z,Personnas disabled in newest release,"<p>The newest release 70.0 disables ANY AND ALL of your personas - they worked perfectly in the previous version.  The ONLY SOLUTION IS TO one by one, uninstall and then reinstall any or all of your favorite personas - NOTHING ELSE WORKS - WHICH IS BULLCRAP.  Mozilla needs to test ALL UPDATES BEFORE MAKING THEM LIVE - but they OBVIOUSLY don't and then WE are left to figure this junk out on our own.  HEY MOZILLA, ""GREAT BUSINESS MODEL YA' GOT GOING - NOT!!!!!!!!!!!!!!!!!!!!!!!!!!
</p><p>
</p><p>SO, does anyone even know if they Mr-Know-it-Alls that code this are even aware of what they screwed up but more importantly, do they even care??!!??
</p><p><em>[Profanity removed by moderator. Please read <a href=""/en-US/kb/forum-rules-and-guidelines"" rel=""nofollow"">Forum rules and guidelines</a>, thanks.]</em>
</p>",firefox-700;customize;desktop;windows-7;,firefox,customize,en-US,1260504;1260537;,krklek
1271220,2019-10-23 21:47:35 UTC,2019-10-23T22:11:42Z,where can I go to chart to a live person able my previous account activation procedures,"<p>upgraded my Mac to new macOS system and have now lost my Firefox page including bookmarks etc. need to know if this site and info were saved and if it can be retrieved
</p>",other;desktop;,firefox,other,en-US,1260471;,bruce18
1271218,2019-10-23 21:42:05 UTC,2019-10-25T22:56:58Z,Width of the tabs doesn't stay the same on FF70,"<p>The more tabs I open, the narrower they are to fit in window, right? Right.
</p><p>But it used to work the way that when I close multiple of them, they stayed the same size for a second or so which meant closing multiple of them in a row was much easier (just click in the same place multiple times), right?
</p><p>Well, it used to (work that way) because it doesn't anymore. Tabs are resizing instantly which is annoying. Here's my question: is there a setting in about:config that got resetted or something or FF70 doesn't have this function anymore? Thanks!
</p>",tabs;firefox-700;desktop;windows-7;,firefox,tabs,en-US,1260458;1260463;1260467;1260480;1260482;1260760;1260766;1261157;1261159;1261188;,wvs
1271217,2019-10-23 21:39:55 UTC,2019-10-24T20:36:50Z,Importing Bookmarks,"<p>Can anyone out there help me, I’ve exported my FireFox Bookmarks onto an external hard drive and then copied them back onto the desktop and from there tried to import them back into FireFox.
</p><p>All the subfolders have imported back into FireFox no problem, but for some reason it has not done so with any bookmarks which appear under the Other Bookmarks listing, is there something I'm doing wrong?
The version of FireFox I’m using is FireFox Quantum 6.9.0.3 (64 bit) with Windows 10.
</p>",bookmarks;firefox-700;desktop;windows-10;needsinfo;,firefox,bookmarks,en-US,1260472;1260752;1260763;,c.barchus
1271216,2019-10-23 21:34:00 UTC,2019-10-25T10:39:33Z,Firefox Constanly Crashing and Breaking Keyboard,"<p>Hi
</p><p>Well it's happening again. I believe that it was the last update before this one where I first encountered this problem and ended up having to completely reinstall Windows 10, which helped very little. Long story short, when that update took place my Toggle Keys were triggered and no matter what I do I can't turn them off. They're still like that. 
</p><p>Today, Firefox crashed all of a sudden and then updated itself. Right before it crashed though, I was having trouble with my mouse and keyboard arrows (only happens when Firefox is open). The mouse buttons and the down key weren't working. I can get the mouse to work for maybe a minute if I hold down CTRL for a few seconds, but then it craps out on me again. Also, the down arrow wouldn't scroll down. The up arrow worked fine, but the down arrow wouldn't and I would have to press it repeatedly to scroll. 
</p><p>And now it's doing what it was before I had no choice but to reinstall Windows. It's crashing nonstop. Sometimes it's just the tabs, sometimes it's the whole browser. 
</p><p>I also just used Task Manager to end Firefox because I was on Unsplash and the page was flickering and showing weird patterns and I couldn't get out of it. But I got a low memory error, but my memory said it was only at 47%! All that was open was Firefox, Photoshop, and 3 folders. I've never had a low memory error!
</p><p>I've restarted in safe-mode, disabled add-ons, and done all the other usual steps. And of course I had to install Firefox again after I reinstalled Windows. I'm at a loss. This is so frustrating and pretty much makes going on the internet impossible. I really need and would ever so much appreciate any help.
</p><p>Thank you
</p>",firefox-700;desktop;fix-problems;windows-10;escalate;,firefox,fix-problems,en-US,1260497;1260692;1260861;1260962;,lgfuad
1271214,2019-10-23 21:09:47 UTC,2019-10-23T21:29:02Z,How can I block utf in subject line (I NEVER receive non-spam utf in header),"<p>I receive spam email daily with subjects starting =?utf-8.  Just setting a filter to look for those characters doesn't work.  Every time I this question somewhere the answers all seem to say that I shouldn't try to block them, because they might be legitimate.  I don't care!  I want to block anything that isn't plain text in the header.  Help!
</p>",firefox-690;tips;desktop;windows-7;,firefox,tips,en-US,1260444;,bhamilton1
1271213,2019-10-23 21:03:36 UTC,2019-10-23T21:46:06Z,Input text (sometimes) not visible when typing,"<p>I've having this issue for some time already. When I type into some input boxes, the text I type is not visible, but when I highlight it, I can see it. On some pages it's okay, but on others text is white for some reason, so I can't read it on white background. 
I run firefox on Debian 10. In screenshot I have illustration of the issue from <a href=""http://www.debian.org"" rel=""nofollow"">www.debian.org</a>.
The first thing that came into my mind was to some it by configuring some values in ""about:config"", but I don't know which. Thank you!
</p>",desktop;fix-problems;linux;,firefox,fix-problems,en-US,1260455;,pat.mat.nc
1271212,2019-10-23 20:53:18 UTC,2019-10-24T02:01:04Z,"Lost all cookies, history, and saved passwords after downgrading","<p>I was force updated to Firefox 70 and I didn't like the new layout for the new tab page, so I installed the .exe to downgrade to 69.0.3 . 
</p><p>However, when I launched Firefox again, I lost all of my saved data on the browser and it was a fresh profile. 
</p><p>Prior to downgrading, I had saved a copy of the Mozilla Firefox folder that is C:\Program Files\Mozilla Firefox  just in case. 
</p><p>Is there any way I could fix this and revert to the saved settings, extensions, and passwords that I previously had?
</p><p>Thank you in advance.
</p>",download-and-install_1;firefox-700;desktop;windows-10;,firefox,download-and-install,en-US,1260448;1260457;1260475;1260485;1260488;1260535;1260536;,kutaysayil
1271211,2019-10-23 20:48:46 UTC,2019-10-23T20:55:19Z,"The new search bar is useless. I need the old one back, it was one of the best features of Firefox. Why is it ruined now?","<p>I used to abuse the old search bar like there was no tomorrow. I loved it. I think it was the soul of Firefox: it made everything so cool and easy. But somebody killed it. Fixed it when there was nothing to fix. 
</p><p>Hope people who are working on new versions read this: people want the old one back. If you used the old search bar very often like I did, the new one behaves totally differently and thus makes using it a total pain. I have no understanding for this kind of change, especially when I cannot change it back anymore.
</p><p>Can somebody please point me to a working solution of how to get the old search box back? Showoneoffbuttons tweak in about:config doesn´t work anymore, Classic theme restorer doesn´t work either. I am getting sick and tired and I need help.
</p><p>Until some awesome person points me to a solution and I have showered them with praises and love (I am not being sarcastic, I am just stumped and any help is greatly appreciated), I downgrade Firefox into pre-Christ version and hope my virus program is up to the task.
</p><p><em>[Profanity removed by moderator. Please read <a href=""/en-US/kb/forum-rules-and-guidelines"" rel=""nofollow"">Forum rules and guidelines</a>, thanks.]</em>
</p>",firefox-600;customize;desktop;windows-7;,firefox,customize,en-US,1260429;,juho.taskila
1271210,2019-10-23 20:37:02 UTC,2019-10-23T21:10:21Z,How do I force Firefox to use my present location and not a cached location?,"<p>I am a college student and I am required to use a website called Top Hat for one of my classes. With that website it requires access to my location in order to do secure attendance. Basically it asks for my location to check if you are in close proximity to other people in the class, i.e. if you are in lecture, and you didn't just get a friend to text you the code for attendance while you are at home. Here's the thing, for whatever reason in the version of firefox I am using firefox does not give top hat my current location, but rather gives my most recent location, which is usually from my home, off campus, thus marking me absent. This is what Top Hat support has told me, further on one occasion the location that was given was very far away while still in the state, which makes sense since I had just gotten back from a trip home that morning. 
</p><p>So here is the question, how do I force firefox to check for my location when prompted to, rather than use my most recent location that is cached somewhere in the browser, and if possible, can I disable this cache so that firefox does not store my location for long periods of time. Also, would restarting firefox force firefox to check my location again?
</p><p>I am using firefox 68.0. I upgraded from firefox 57.0 over this past summer, and I did not have this issue with top hat and location services prior to upgrading.
</p>",firefox-680;desktop;privacy-and-security_1;,firefox,privacy-and-security,en-US,1260422;1260433;1260436;,corsair1944
1271209,2019-10-23 20:30:03 UTC,2019-10-26T10:02:33Z,how to move url bar out of navi toolbar to a different toolbar?,"<p>Hello. For a long time i was laging after the world, because i simply don't like current firefox user interface, even though i was using this browser since 1.0 version. However i was always somehow able to customize it the way i wanted. Few years ago it become imposible  when support for clasic theme restorer addon was droped and i was using esr releases ever since with some userchrome.css tweaks. But today update to version 68.2 broke everything i liked about the browser and things rearanged the way i hate. 
i am not dumb , i did try to get it back the way i wanted, but i got stuck on url bar placement, which is now imposible to move out of the navi toolbar.
For most of the work i have used <a href=""https://github.com/Aris-t2/CustomCSSforFx"" rel=""nofollow"">https://github.com/Aris-t2/CustomCSSforFx</a> code, for user chrome customization , but even they don't have options for url bar to be undocked, moved or removed.
i was also trying to edit About:config toolbars order but after moving urlbar to different toolbar , for instance bookmarks or tabs string autocorect after restart and url bar is forced back on top.
is there any way to make navigation toolbat in 2 rows or move adres bar someplace else?
i attach my old screenshot and how it looks now
</p>",firefox-680;desktop;tips;windows-7;,firefox,tips,en-US,1260419;1261259;,kokodin
1271208,2019-10-23 20:18:21 UTC,2019-10-25T11:04:48Z,Dosyaların nereye kaydedileceğini her zaman sor,"<p>güncellemeden önce tıkladığım lin anında iniyordu şimdi bana soruyor kaydet diye ayarlardan çözemiyorum o kısım çalışmıyor yardım  edermisiniz direk firefox ile açtırmak istiyorum tıkladığım resmi 
</p><p><br>
Dosya kayıt yeri
Dosyaların nereye kaydedileceğini her zaman sor
</p>",firefox-710;beta;customize;desktop;windows-10;,firefox,customize,tr,1260970;,aykodent
