id,created,url,title,content,tags
1271065,2019-10-21 16:24:14 -0800,https://support.mozilla.org/questions/1271065,"Unable to select Firefox as default browser Windows 8.1, to open messages in Thu","System suddenly changed IE to default browser for Thunderbird messages.  Going through Settings, Defaults, Firefox is not an option, the icon is not there.  The main issue is Thunderbird now opens messages in IE all of a sudden instead of Firefox.  In Firefox Options, I click on ...",firefox-690;other;desktop;windows-81;escalate;
1271066,2019-10-21 16:55:39 -0800,https://support.mozilla.org/questions/1271066,The search bar has disappeared from the right side of the address bar. How do I ,"The reinstatement instructions provided for previous query two years ago are apparently not applicable to my Mac OS X 10.6.8. Help, please. I need to see my search bar to the right of the address/location bar. Thank you.
",firefox-480;firefox-4802;customize;desktop;mac-os-x-106;
1271071,2019-10-22 00:12:56 -0800,https://support.mozilla.org/questions/1271071,Черный квадрат во вкладке.,"В самое левой вкладке отображается какой-то черный квадрат - http://prntscr.com/pmkvhe. Как это можно исправить? Спасибо!
",firefox-690;other;desktop;windows-10;
1271072,2019-10-22 00:39:37 -0800,https://support.mozilla.org/questions/1271072,"New firefox pages were reporting ""portal detected, click here to log in"" when I ","It seems to have been a transient problem, as it has stopped happening now, but it happened for three new pages a minute ago.  Clicking the link took me to http://detectportal.firefox.com/ which displayed ""success"" in plain text.
Since the problem seems to have stopped, there's n...",desktop;fix-problems;mac-os;
1271073,2019-10-22 01:01:39 -0800,https://support.mozilla.org/questions/1271073,My Avast SecureLine VPN does not work with my Firefox 69.03. What to do?,"1.  Firefox does not connect to any sites when Avast SecureLine VPN is on.
",""
1271074,2019-10-22 01:21:35 -0800,https://support.mozilla.org/questions/1271074,I can't copy and paste between firefox and word,"I cannot copy and paste between firefox/emails and word files anymore. I can't copy and paste a link to put in an email either.
",firefox-690;other;desktop;mac-os;escalate;
1271075,2019-10-22 01:28:32 -0800,https://support.mozilla.org/questions/1271075,PR_END_OF_FILE_ERROR,"Hello Team,
Recently after our Firefox browsers updated to version 69.0.3 (64-bit), we are unable to open some of our internal sites - the error received is Secure Connection Failed - PR_END_OF_FILE_ERROR. With other browsers like Chrome or Edge the issue is not presented - only ...",privacy-and-security_1;desktop;escalate;
1271085,2019-10-22 04:50:39 -0800,https://support.mozilla.org/questions/1271085,Transfering Settings in The About:Config Page To New Computer?,"I am about to do what I loathe most in life: Getting a new custom clone desktop computer (Win 10) and reinstalling and setting it up.  I know there is a way to replicate everything from my old drive to a new drive but my computer is too buggy.
Anyway, my system is 7 years old or ...",firefox-680;desktop;privacy-and-security_1;windows-7;
1271087,2019-10-22 05:24:38 -0800,https://support.mozilla.org/questions/1271087,Unable to find Dashlane Password Manager extension and add to browser,The Dashlane website indicates that Dashlane Password Manager is compatible with Firefox Browser but I am unable to find it in the extension list.  Without Dashlane  Firefox is useless to me since I have used it for years in Chrome and do not wish to attempt to import that inform...,firefox-690;other;desktop;windows-81;
1271088,2019-10-22 05:42:00 -0800,https://support.mozilla.org/questions/1271088,"I want to disable add ons only in Firefox Developer Edition, how?","Hello users,
I use Firefox a very long time and I love it.
A few days ago I downloaded Firefox Developer Edition and I use it with the same sync email address, because of bookmarks, passwords and more.
But I don't want to use add-ons in Firefox Developer Edition... 
How can I dis...",customize;desktop;windows-10;
1271089,2019-10-22 05:55:48 -0800,https://support.mozilla.org/questions/1271089,"on / off button to search UK only, how do I obtain this?","My PC's version of Firefox has a button (at top  of Page just above the search results) which allows me to select search UK only. Very useful!   My wife laptop, running the same version of Firefox (the latest) does not have this. Going to tools  and then search does not offer thi...",firefox-690;other;firefox-6903;desktop;windows-7;
1271094,2019-10-22 07:00:27 -0800,https://support.mozilla.org/questions/1271094,UI Deisign issue (Mac OS 10.14.6 & FF 70),"Since update I've notice an unaesthetics light border on the top of the firefox window (1st attachment).
Before it was like 2nd attachment (taken from Thunderbird but it was the same in firefox), more pleasant, at least to my eyes.
It's not a bug or something serious.
Keep doin' ...",firefox-700;beta;other;desktop;mac-os;
1271095,2019-10-22 07:08:05 -0800,https://support.mozilla.org/questions/1271095,Styles within pages are cached and don't reload. How not to cache styles in loca,When developing an html or svg file I repeat editing content and style information and reload the file in Firefox. When editing styles I can't save them notifying cache. When editing content in external editor and reloading file all style changes are lost. However when editing st...,firefox-690;websites;desktop;linux;webdev;
1271096,2019-10-22 07:33:00 -0800,https://support.mozilla.org/questions/1271096,the new password Generation feature:  Can I get a length / Complexity option in ,"I like my passwords to be at least 25 characters in length (as well as having the option to use high-ascii characters as well)
there seems to be no option in FF 70.0 at the moment.
",firefox-700;beta;customize;desktop;windows-10;feature-request;
1271097,2019-10-22 07:33:27 -0800,https://support.mozilla.org/questions/1271097,flash allowance,"Ok, I get it. Flash will be abandoned in 15 months time. Who can actually do something about this? The developers of sites that use flash. So why am I being punished? Why do I need to click 3 times additionally for something I have exactly zero, zip, null, no influence over whats...",firefox-690;customize;desktop;windows-10;needsinfo;
1271099,2019-10-22 08:05:46 -0800,https://support.mozilla.org/questions/1271099,Constantly Logged Out,"Firefox is constantly logging me out of webpages even while I am on the page. For example, if I'm in gmail I will login and 2 minutes later it will log me out, even if I'm on the same page. The same happens with many other websites. I've been watching a YouTube video and been log...",firefox-690;cookies;firefox-6903;desktop;windows-10;
1271103,2019-10-22 08:48:35 -0800,https://support.mozilla.org/questions/1271103,When trying to clear cache in Options/Privacy and Security my cache will not cle,"Apologies if I've mistakenly asked this question already. When trying to clear my Cached Web Content in Options/Privacy and Security it will not clear to 0 but remains at 9.8 MB every time. i.e.""Your stored cookies, site data, and cache are currently using 9.8 MB of disc space."" ...",firefox-690;privacy-and-security_1;firefox-6903;desktop;windows-10;
1271104,2019-10-22 08:52:34 -0800,https://support.mozilla.org/questions/1271104,"Firefox crashes after start, no error shown.","I'm using firefox developers edition, and after one of the updates (unsure which one) it does not restarted after updating. After I click on Firefox icon I can see two firefox processes in task manager, but after some time they just quit, without showing any window or even error ...",desktop;fix-problems;windows-10;bug1590430;comodo;comodoproblem;antivirus;antivirusproblem;notafirefoxproblem;3rdpartysoftware;3rdpartysoftwareproblem;comodofirewall;comodofirewallproblem;firewall;firewallproblem;
