id,created,updated,title,content,tags,product,topic,locale
1270179,1570402808,1570411572,"Whenever I try to watch a video on YouTube, it doesn't play and instead displays a white screen with no functionality except for the title. How can I fix this?","<p>Whenever I open YouTube, the standard screen shows, including ads and videos, but whenever I try to watch a video by clicking on it, it takes me to the video's URL but the video screen itself is white, and does not have any features, such as play or the video's timebar. However, it still displays the title and comments and recommended videos. How do I fix this? This is only a FireFox issue, as I am still able to watch YouTube through Chrome.
</p>",firefox-690;websites;desktop;windows-10;,firefox,websites,en-US
1270170,1570394963,1570399758,saved logins disappeared,"<p>hello
</p><p>since last week, my saved logins have disappared. I tried with a win10 system recovery (there were 2 timestamps available): both didn't work, linked to a problem with Firefox profile (but error message doesn't show up fully so hard to see what is wrong).
</p><p>Via shadowexplorer, I was able to export the following files from previous system recovery backups: key3.db key4.db &amp; logins.json .
</p><p>If I copy these to a new (or existing profile), the logins.json file is renamed to logins.json.corrupt
</p><p>I have seen that there was a similar problem with AVG-users, but I run Comodo internet security premium...
</p><p>Any clues how to retrieve the logins??
</p><p>thx in advance!
</p>",firefox-560;desktop;fix-problems;windows-10;escalate;passwords;dataloss;passwords-dataloss;,firefox,fix-problems,en-US
1270169,1570394959,1570394959,"I upgraded FF 65 to 69.0.1.  Can't get rid of ""Changes to your Firefox profile"" page in favor of my home. What's wrong?","<p>I upgraded FF 65 to 69.0.1.  I'm signed in/sync'd.  I see my bookmarks etc from previous profile.
</p><p>But whenever I create a new window I always get ""Changes to your Firefox profile"" page asking me to sign in, not my home (which is Google).  (If I hit the Home button, home page comes up.)
</p><p>Why does the new window not understand I'm logged in?  What's wrong?
</p>",download-and-install_1;firefox-690;desktop;mac-os;,firefox,download-and-install,en-US
1270164,1570390065,1570390065,How can I migrate 32-bit 60.8.0esr to 64bit 60.9.0esr on debian/linux,"<p>Both systems are Debian10. I have tried everything I have found by searching the net and nothing works.  No matter what I do the new 64 bit FF (60.9.0) will not recognize anything in the profile that I copy over from the old 32 bit FF (60.8.0).
</p>",download-and-install_1;desktop;linux;,firefox,download-and-install,en-US
1270161,1570387241,1570387792,Restore Previous Session not working in version 69.0.2.,"<p>Is there ""any setting"" or settings that would cause that? 
I have Restore Previous Session checked since day one. 
OS Win 8.1 
tnx
</p>",firefox-690;tabs;desktop;windows-81;,firefox,tabs,en-US
1270160,1570385308,1570385308,Travamento do PC por utilização intensa de memoria RAM pelo navegador firefox.,"<p>Utilizo o firefox para empresas quantun ESR no uso profissional e o firefox Quantun 69 no uso doméstico, mas ambos possuem uma caracteristica indesejada: A utilização intensa de memoria RAM que piora com o uso continuo, até causar o travamento do PC, principalmente com alguns sistes como o Google Maps. Descobri um aplicativo externo chamado FIREMIN que monitora o firefox e que realmente corrigiu o problema. Mas ai vem a pergunta: este aplicativo é confiável e recomendado pela firefox para utilização em ambiente profissional?
</p>",firefox-690;desktop;fix-problems;windows-10;,firefox,fix-problems,pt-BR
1270154,1570376191,1570399888,How to change text and background color of dropdown menues from toolbar,"<p>I am trying to change the text color and background color of the menus that drop-down from the bookmarks toolbar in Firefox.  I have tried the user-Chrome.css suggestion but it doesn't work. I can't include a screenshot as the menus disappear as soon as I try. Themes don't seem to change that part of the display. Any help appreciated. Thanks
</p>",firefox-690;customize;desktop;firefox-6901;linux;,firefox,customize,en-US
1270153,1570375383,1570393752,Unicode characters for Edyptian Hieroglyphs starting from U13000 are phantom.,"<p>FF doesn't correctly display Unicode characters for Hieroglyphic font. What should I isntall/how do I fix this?I have tried to install several ttf fonts like Segoe ui historic.ttf or New Gardiner.ttf Best, Max
</p>",firefox-690;customize;desktop;windows-81;,firefox,customize,cs
1270152,1570375368,1570375368,Youtube autoplay sometimes work Sometimes dont.,"<p>So I have set autoplay on on youtube, I has the newest version of mozzila and I have set in settings (private and security) of mozzila - I have auto play turned like this - allow sounds and video. But still it doesn t work everytime. Sometimes it autoplays to another song sometimes it stops. Do you guys know smth about that? I would appreciate any help. Thanks for any help comments.
</p>",firefox-690;firefox-6902;desktop;fix-problems;windows-10;,firefox,fix-problems,cs
1270151,1570375003,1570375003,Novo viros fazendo pesquisa Anual do Visitante 2019 e oferecendo R$500 em disconto quando abre um novo site,"<p>estava fazendo uma pesquisa de boas, quando decidir entrar em um site qualquer e me apareceu essa tela, fazendo uma pesquisa de uso de navegador, achei estranho, mas fiz, ai eles deram esse cupom o que estranhei mais ainda, então fiz uma pesquisa, e vi no forum do google que tbm estavam acontecendo isso com a galera que usa o Chrome. 
deem uma olhada nisso para que as pessoas não caiam nesse golpe!
</p>",firefox-690;other;desktop;windows-10;,firefox,other,pt-BR
