id,created,updated,title,content,tags,product,topic,locale,answers,creator
1285479,2020-04-26 15:32:35 -0800,2020-04-26T18:38:22Z,My Flutter web app can't display svg files in Firefox.,<p>The logo in my Flutter web app can't be displayed in the svg format. It works everywhere but Firefox. </p>,firefox-750;websites;desktop;windows-10;,firefox,websites,en-US,1308722;1308728;1308747;,diin.ferhatovic
1285477,2020-04-26 13:37:56 -0800,2020-04-26T13:37:56Z,firefox doesn't recognize my installed printer,"<p>When I click ""print"" my installed printer isn't listed, my choices are microsoft print to pdf, microsoft xps doc.writer, or one note. I can print to PDF, open the file with Acrobat reader and print from that application. How do I get Firefox to notice my printer? </p>",firefox-750;other;desktop;windows-10;,firefox,other,en-US,"",bruce_sam
1285475,2020-04-26 12:55:38 -0800,2020-04-26T13:49:07Z,"A certain website will redirect to Google, this only happens in firefox for desktop and doesn't happen on mobile or other browsers","<p>When I try to visit the below website I am redirected to Google (my home page) </p><p><a href=""https://www.juicydetailing.co.uk/"" rel=""nofollow"">https://www.juicydetailing.co.uk/</a> </p><p>This only happens on the desktop version of Firefox and does not happen on mobile or other browsers. </p><p>Tried to delete cache and history etc but no luck Disabled all addons but still facing the issue </p>",firefox-750;websites;desktop;windows-10;,firefox,websites,en-US,1308697;1308702;1308704;,awilkinson1991
1285474,2020-04-26 12:43:17 -0800,2020-04-26T13:31:18Z,i sent a message and don't know where to find reply,<p>I sent an email message re problem with autoplay and don't know where to find reply. </p>,firefox-750;other;desktop;windows-7;,firefox,other,en-US,1308698;1308701;,yafiinfo2008
1285470,2020-04-26 11:18:06 -0800,2020-04-27T01:57:38Z,Move mozilla data folder ~/.mozilla on Linux,"<p>I'm trying to move the ~/.mozilla folder to an arbitrary location on my system. I have seen ways to relocate profiles data (with the ""--profile"" parameter), but firefox keeps creating the ~/.mozilla folder. How can I give firefox a diferent path and avoid haveing ~/.mozilla on my home? I'm using Firefox ESR 68.7 on GNU/Linux Thank you. </p>",firefox-680;customize;desktop;linux;,firefox,customize,en-US,1308733;1308749;1308793;,lluise
1285469,2020-04-26 11:10:57 -0800,2020-04-27T08:53:55Z,I have encountered the problem. Flash player doesn't work on firefox.,<p>Firstly I thought that the web might have some inconsistencies but then another site also couldn't work. For example before I could pay from my VISA using form on website but now the form doesn't work. Or when I try to watch video at movies' site the flash player doesn't work. But when I open Microsoft Edge all the websites work. What's wrong with my firefox 75 at win 10 pro x64? </p>,firefox-750;customize;desktop;windows-10;,firefox,customize,en-US,1308699;1308703;1308718;1308721;1308801;1308807;1308841;1308857;,ieahsan
1285468,2020-04-26 10:29:16 -0800,2020-04-26T13:23:06Z,"After running a threat scan in malwarebytes, Firefox takes almost a minute to  load web pages","<p>Windows 10 pro 64 bit,  I'm running a full thread scan with Malwarebytes 4.1.0 premium and some time during the filesystem scan something happens that  causes Firefox to take almost a minute to load up a web page.  </p><p>In order to get things working again I have to restart my computer. Has anyone else seen this? If so any solutions? </p><p>I've contacted Malwarebytes but so far haven't got any kind of reason or resolution. </p><p>Thanks </p><pre>Nor </pre>",desktop;fix-problems;,firefox,fix-problems,en-US,1308700;,njsg1
1285466,2020-04-26 10:22:39 -0800,2020-04-26T10:48:07Z,Mouse scroll wheel does not scroll the page well.,"<p>Hey </p><p>Does anyone have issues with scrolling web-pages with mouse scroll wheel? Mine skips a lot. Sometimes it stops responding scrolling for several seconds. Usually if I once scrolled the page, after that it scrolls up and down without problems, its the first scroll down that isn't responsive. It is not mouse issue. On other programs scrolling is smooth. Same pages scroll smooth on other browsers like Edge or Chrome. My mouse is Logitech G502. </p>",firefox-750;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US,1308675;,edmo.ounapuu
1285458,2020-04-26 08:38:21 -0800,2020-04-26T12:17:23Z,Firefox will not open Youtube videos,"<p>This is a new Dell laptop with latest updates of Window 10 and Firefox 75.0 (64-bit) . Last laptop did not have this problem. </p><p>When I try to open a Youtube video, this is the error message. ""The address wasn't understood. Firefox doesn't know how to open this address, because one of the following protocols (rtsp) isn't associated with any program or is not allowed in this context. You might need to install other software to open this address."" </p><p>How can I resolve this, please? </p>",firefox-750;other;desktop;windows-10;,firefox,other,en-US,1308690;,philip25
1285456,2020-04-26 07:25:33 -0800,2020-04-27T20:14:37Z,will not open home page,<p>When trying to open the home page will not come open nothing is happening </p>,firefox-750;other;desktop;windows-10;,firefox,other,en-US,1308664;1308901;1308982;1308983;,ddacs
1285455,2020-04-26 07:00:24 -0800,2020-04-26T21:14:59Z,Older versions of extensions?,"<p>My old PC died, luckily, I had a new (secondhand) one ready to go. </p><p>I am using a pre-quantum version of Firefox. </p><p>Where can I get legacy versions of extensions that I need? </p><p>Yes, they've all been updated and maintained, but, there are several whose functions are severaly depreciated - including one where I would now have to actually PAY MONEY to do what I used to be able to do with ease on the legacy version. </p><p>Urgently seeking legacy versions that all worked fine before my old PC hit the dust last week. </p>",firefox-560;customize;desktop;windows-7;,firefox,customize,en-US,1308619;1308642;1308657;1308667;1308717;1308724;1308738;1308754;1308766;,janglymark1
1285454,2020-04-26 06:51:08 -0800,2020-04-26T08:00:12Z,Bookmarks are missing after delete of Appdata folder,"<p>I have deleted data from Appdata folder(which includes browser data), then in my browser bookmarks were not showing, then I reinstalled Mozilla and started sync, Some of the recently made bookmarks are still missing.Can I recover those missing bookmarks.Could you please suggest. </p>",bookmarks;firefox-750;desktop;windows-10;,firefox,bookmarks,en-US,1308620;,pramodachar769
1285453,2020-04-26 06:48:38 -0800,2020-04-27T07:13:14Z,Why is windows security asking for my computer password when I copy a password from firefox password manager? and how do I stop this absolutly asinine feature?,<p>See above. the reason why the feature was so good IS BECAUSE I DON'T HAVE TO CONSTANTLY LOG IN... I could go on... </p>,privacy-and-security_1;beta;desktop;firefox-760;windows-10;,firefox,privacy-and-security,en-US,1308665;1308685;1308689;1308816;1308819;1308824;1308826;1308828;1308831;,louis.j.lawyer
1285451,2020-04-26 05:25:59 -0800,2020-04-26T06:43:56Z,"Olá, eu penso em migrar do chrome, qual navegador mozilla consome menos RAM no windows? Como consigo importar minhas senhas do chrome?",<p>Meu PC tem configurações muito básicas como 1gb de RAM por isso estou indo para o firefox porque falam que o chrome consome muito </p>,download-and-install_1;desktop;,firefox,download-and-install,pt-BR,1308612;,fracarolilucas23
1285450,2020-04-26 04:54:40 -0800,2020-04-26T16:14:19Z,Can header & footer be suppressed in PrintPreview->SimplifyPage?,"<p>My OS is Ubuntu.  And I tried, but couldn't find an option in Cups, although something called a 'PrettyPage' flag seemed to be the closest thing I could find, but I know of no way to use it. </p>",customize;desktop;firefox-650;linux;,firefox,customize,en-US,1308726;,parsnogood
1285449,2020-04-26 04:05:34 -0800,2020-04-26T19:42:13Z,"Using Bitawarden in ""regular non-private"" Firefox window.","<p>I'm not very technically knowledgeable, but I have a question about using Bitwarden password manager.  I know there is a problem using Bitwarden in a Firefox Private Windows, which I like to use.  My question is:  can I get the same  privacy protections in a ""regular"" Firefox window as in a Private Window by setting privacy protections in Options?  That way I would not have to switch between regular and private windows.  I hope this is clear enough.  Thanks for any info. </p>",privacy-and-security_1;firefox-750;desktop;linux;,firefox,privacy-and-security,en-US,1308735;1308753;1308755;1308758;,7640
