id,created,url,title,content,tags,product,locale
1290402,2020-06-08 21:39:46 -0800,https://support.mozilla.org/questions/1290402,i cannot sync my book mark and my options,   ,firefox-770;desktop;fix-problems;windows-10;,firefox,en-US
1290416,2020-06-09 00:51:09 -0800,https://support.mozilla.org/questions/1290416,Browser language is resets to default every update (although I previously set an,"Hello, each time firefox is updated, the browser language is reset to English, despite the fact that each time it is manually configured to Russian (my native language). Though, in windows my language is also set to Russian. With each update of firefox, I have to go into the settings, select ""find and add language"", search my Russian language in the list, and select it. Every time, until a new firefox update. p.s. Search engine keywords are also reset by default every update. Example: for Wikipedia i set keyword ""wi"", and every firefox update it resets to nothing. ",firefox-770;desktop;fix-problems;windows-10;,firefox,en-US
1290426,2020-06-09 02:59:18 -0800,https://support.mozilla.org/questions/1290426,banned account,unban my account please ,firefox-560;desktop;fix-problems;windows-7;,firefox,en-US
1290432,2020-06-09 04:08:22 -0800,https://support.mozilla.org/questions/1290432,Display Problems while scrolling in Firefox,"Hello, I am using the latest version of Firefox (77). In this version, but also all the previous versions, I have a problem while scrolling long web pages. Once I have scrolled down quite a bit to far below the immediately visible area, there will be a horizontal area across the entire browser window that does not show anything or is blacked out. It appears as if that area is covering up the info below it (as in a lower layer).  If I continue to scroll further down, these blacked out areas appear regularly. This forces me to switch to another browser (Chrome, Edge) where the problem does not occur, just so that I can read that info or access the buttons etc. hidden in FF.  I am working with a Lenovo Laptop attached to a docking station and two extra 27 inch screens that are turned to vertical and stand side by side.  The attached Screenshot gives you an idea. It was taken from this page: https://www.afrikarma.de/safari-lodges-und-camps-in-afrika/ with the parameter for number of items to display in the table ...",firefox-770;desktop;fix-problems;windows-10;,firefox,en-US
1290433,2020-06-09 04:10:58 -0800,https://support.mozilla.org/questions/1290433,After Firefox 77.0.1 (64-bit) update I got this list of errors when opening Fire,"After Firefox 77.0.1 (64-bit) update I got this list of errors when opening Firefox. Please see screenshot : https://i.imgur.com/gLiOeW1.png And many addons are broken now such as Pocket, Ublock, Foxy Proxy ... I've tried to downgrade to version 76 but FF said profile is incompatible and forced me to create a new profile in order to use the older version. Anyway to bring my Firefox back to normal ? Please advice ? Thanks ",firefox-770;desktop;fix-problems;windows-10;,firefox,en-US
1290440,2020-06-09 05:16:32 -0800,https://support.mozilla.org/questions/1290440,Firefox first time connection very slow (version 74 and later),"Hello; As of version 74, there is a 2 second wait on the first connection to the websites in Firefox. This problem does not exist in version 73, but the initial connection speed is very slow in all versions from version 74 to version 77. When changing from version 73 to version 74, please undo this change. Because of this problem, I have to go back to version 73. ",firefox-770;desktop;fix-problems;windows-10;,firefox,en-US
1290446,2020-06-09 05:40:52 -0800,https://support.mozilla.org/questions/1290446,restoring tabs from Time Machine after crash,"My Mac running OS 10.14 crashed when the power flickered.  Of course Firefox was open with lots of tabs.  The ""Restore previous session"" option is grayed out as it always is after a crash.  How can I restore a previous session or the tabs from a Time Machine backup?  (Note that I have never restored anything from Time Machine so I may need very specific instructions.)  Any help will be appreciated! ",firefox-770;desktop;fix-problems;mac-os;,firefox,en-US
1290451,2020-06-09 06:23:15 -0800,https://support.mozilla.org/questions/1290451,Websites load only gibberish text since latest update (78.04b),"Websites since this morning load only random text - see attached. Somehow gmail worked while everything else didnt, so I manage to send myself via the phone a direct download link for chrome. Since then gmail has also crashed. The only website that I found working so far that loads is https://www.mozilla.org/en-US/ I am on the beta FF update channel and my version is 78.0b4 Cleared the cache but it did not resolve anything. Any ideas what could be causing this? Chrome runs obviously fine and avg found no obvious threats. Thank you so much for your help! ",desktop;fix-problems;,firefox,en-US
1290453,2020-06-09 06:26:23 -0800,https://support.mozilla.org/questions/1290453,HTTP3/QUIC Support - Super-slow on Google sites,"I realize HTTP3/QUIC is not officially supported, but Chromium-based browsers have no problems with using it, even with ad-blocking extensions. Mozilla Firefox becomes very slow for Google-based services (Google Search, Gmail, YouTube) and unresponsive when HTTP3 is enabled in about:config. Since QUIC is mostly a Google invention and Google services are the ones that utilize it the most, I wonder if Google deliberately slows down Firefox-based QUIC. The negative effect of HTTP3 in Firefox browsers with Google services is something that I test and experience on multiple networks, devices, device types, and versions of Firefox. I use Wireshark to see if QUIC is the protocol that causes slow downs and it is, but only for Google-based services. There are other non-Google QUIC services and they are actually faster/quicker with Firefox HTTP3 flag enabled. That again makes me wonder if Google deliberately creates an HTTP3/QUIC problem for Firefox... ",firefox-770;desktop;fix-problems;windows-10;,firefox,en-US
1290457,2020-06-09 07:11:39 -0800,https://support.mozilla.org/questions/1290457,"Firefox stuck on 76.0.1 and will not update, and has lost all bookmarks.  It wil","Firefox stuck on 76.0.1 and will not update, and has lost all bookmarks.  It will not accept bookmarks from the older version (v70).  This means that all my contacts over the last 20 years have gone.  Our other computers have updated, one to version 78, so what is going on? ",firefox-770;desktop;fix-problems;windows-10;,firefox,en-US
