id,created,updated,title,content,tags,product,topic,locale
1260546,1559171675,1559542795,"Firefox does not play/or detect sounds on any page. Reinstall, safe mode, refresh had no effect.","<p>Running on Win 10 64 bit
Hello
I tried every support article that firefox has to offer regarding the issue, however none of them seem to be helpfull and apply to the issue.
Reinstall, safe mode, refresh had no effect. Troubleshooting windows drivers and reinstalling had no effect either. Firefox does show up in the soundmixer, and is not muted, however the tabs in firefox have no sound icon, so i assume they dont register any sound rather than being muted?
</p><p>I apreciate any input :)
</p>",firefox-670;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1260545,1559171118,1559179439,I can no longer create a shortcut on my desktop by dragging the Address Bar icon to it.,"<p>Windows 7 (32 bit)
Firefox 67.0
</p><p>Yeah so... it was working just fine. Then I signed up for the nightly betas and it stopped working so I dropped back to the production release and it worked.... for a few days and now... (enter sad face here).
</p><p>I saw elsewhere someone had a similar issue but through reboots it was resolved but not here. I've restarted with addons disabled and reinstalled Firefox but the problem remains. 
</p><p>Since Firefox doesn't have a very good internal bookmarking system I drag and drop bookmarks into folders on my desktop so this is real pain.
</p>",firefox-670;desktop;fix-problems;windows-7;,firefox,fix-problems,en-US
1260543,1559168516,1559169598,Session restore stopped working since last update,"<p>No matter how I close Firefox, (X, File-&gt;Exit, Menu-&gt;Exit), if I start it again it doesn't automatically restore the previous session.
</p><p>If I click on ""Menu-&gt;restore previous session"" it does restore it.
</p><p>Of course ""Restore previous session"" is enabled.
</p><p>Why did it stop working, what changed?
</p>",firefox-670;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1260542,1559167176,1559260907,pop-ups on screen when i click on firefox icon,"<p>when i click to open firefox, my homepage comes up for a few seconds. Then other popups appear on screen. look like ""<a href=""http://brainestoune.com"" rel=""nofollow"">brainestoune.com</a>, and another window opens long narrow rectangle window asking for user name and password for something. another window asking to allow. I cannot get these off screen. Can you please help?  I figured out I can go to bookmarks and click another website to get around this. Just ran malwarebytes. That didn't work. 
</p><pre>                                    Thank you very much for any help you may provide
</pre>",firefox-670;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1260539,1559165228,1559165505,Local html file with links aren't being marked as visited.  How do make them show as visited?,"<p>I found an old HTML file that was a back up of my Bookmarks from 4  years ago.  I loaded the local file however if I visit one of the links it is not being marked as visited.  How do I make them show if they have been visited or not visited.  They all are showing blue.  Is there away of making them show up as visited other than loading Apache on my local machine and make it document the page that loads?
</p><p>Thanks,
George
</p>",firefox-670;bookmarks;desktop;windows-10;,firefox,bookmarks,en-US
1260538,1559164478,1559165876,Close tabs to the right warning stopped appearing!,"<p>Suddenly, Close tabs to the right warning stopped appearing!
I checked may answers on the support forum, mostly on about:config setting, but none seems to overcome the problem (all related fields I found are set to true...)
</p><p>How it is possible that it is so hard to config this simple option, not a very friendly attitude toward users!
</p>",firefox-670;tabs;desktop;windows-10;,firefox,tabs,en-US
1260536,1559162210,1559543248,flash: Invalid RTMP URL on windows 8.1,"<p>How to watch a video sent to me from a reliable source displaying this message?
</p>",download-and-install_1;firefox-670;desktop;windows-81;,firefox,download-and-install,en-US
1260534,1559159237,1559162007,Disable toolbar function access using keyboard shortcuts (tab) in Firefox 67.,"<p>Firefox 67 improved accessibility by allowing you to access toolbar shortcuts (e.g. the page actions or reload buttons to the right of the address bar) by using the keyboard. See here for details: <a href=""https://support.mozilla.org/en-US/kb/access-toolbar-functions-using-keyboard"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/access-toolbar-functions-using-keyboard</a>
</p><p>I'd like to know if this can be disabled. I have grown accustomed to pressing Alt+D (or Ctrl+L) to access the address bar, and pressing tab once to access the search bar. Now there are 1-3 additional keypresses required (because each page affects what toolbar icons are available, e.g. reader mode).
</p><p>Any way to turn this off in about:config? Can anyone from the Mozilla team help?
</p><p>Thanks in advance.
</p>",firefox-670;customize;desktop;windows-10;,firefox,customize,en-US
1260531,1559156609,1559535806,I upgraded Firefox yesterday and now I have two separate icons on my task bar and an account that I never had before .... totally confused !,"<p>I downloaded an update of Firefox yesterday manually. I was also asked to open a Firefox Account which I never had before so I did. I now have two Firefox icons on my task bar. They both seem to be fully functional. If I click on one it opens what looks like my old version. If I click on the other it opens what I assume is the new version which is pretty bare bones ... no bookmarks toolbar. It looks to me that I now have two fully functional versions of Firefox. I don't want that. I want one fully updated version of the Firefox that I have come to know and love. I have been a Firefox user since it's beginning. I also have a Firefox account which I have no idea of how or why to use.
</p><p>PLEASE HELP
</p>",download-and-install_1;firefox-670;desktop;windows-7;,firefox,download-and-install,en-US
1260527,1559154667,1559235898,when you go back to a previous page firefox goes to the bottom of page,"<p>Every time I click back to previous page after looking at something I end up at the bottom of the page and I have to scroll back up to get where I was before. I've tried uninstalling Firefox and reinstalling it. To no avail. My computer is real clean no add-ons or viruses.  This probably started about six months ago I think.
</p>",firefox-670;customize;desktop;windows-7;,firefox,customize,en-US
