id,created,url,title,content,tags
1274136,2019-12-02 18:29:38 -0800,https://support.mozilla.org/questions/1274136,I want a new function on Youtube,"When I watch a video on Youtube while using Bluetooth earphones, I want to use play/pause button to play or pause a video on Youtube. Firefox does not support it, but Chrome does. Please add this function
",firefox-700;customize;desktop;windows-10;
1274137,2019-12-02 20:01:56 -0800,https://support.mozilla.org/questions/1274137,Why isn't my bookmark restore file type recognized?,"I'm trying to restore my bookmarks after reinstalling Windows 10. They were saved in a windows.old file on my Passport.  I used the Import and Backup button, selected Restore, and choose my file. It's a json file.  It then gave me an error message ""unsupported file type.""  
BTW, ...",bookmarks;firefox-700;desktop;windows-10;
1274139,2019-12-02 21:59:12 -0800,https://support.mozilla.org/questions/1274139,Maintenance service not starting.,"Windows 10, firefox latest version.  
Problem: Firefox is not auto updating for a long time and each time I have to manually do it.  After looking into it, I notice the maintenance service is not starting.
With UAC disabled or not it has no effect.
Remove all AV from PC no effect...",firefox-700;desktop;fix-problems;windows-10;
1274144,2019-12-03 02:40:20 -0800,https://support.mozilla.org/questions/1274144,Why Firefox don't make Bookmark bar displayed in New Tab only like Chrome?,"Hi, i am a Firefox lover. I have been using Firefox for about 3 years. But have one things that i really hate in Firefox, that is bookmark bar in Firefox not disappear automatic when you are not in Newtab. My screen is quiet small (13 inch) so it's quiet anoy when the bookmark ba...",bookmarks;firefox-700;desktop;windows-10;
1274145,2019-12-03 02:52:03 -0800,https://support.mozilla.org/questions/1274145,"I cannot update my Unipass certificate, because Firefox has recently done an upd","Phil Truscott
",other;firefox-700;firefox-7001;desktop;windows-10;
1274148,2019-12-03 03:25:14 -0800,https://support.mozilla.org/questions/1274148,Addons are not installing. They are all enabled and appear in my addons list but,"I have Firefox 70.0.1 (64-bit) running on Windows 10 Pro. I recently added several addons to firefox on a fresh install (new laptop) prior to syncing to my account from another PC, but despite appearing on the list of addons as enabled, (and all having worked for me previously on...",firefox-700;customize;desktop;firefox-7001;windows-10;
1274150,2019-12-03 04:34:36 -0800,https://support.mozilla.org/questions/1274150,After continue refresh of the site I am getting error and than jquery functions ,"After continue refresh of the site I am getting error of invisible recaptcha (Connection error)  and than jquery functions are not working in same tab not only the current site any other site in the same tab have the issue.
In previous version(below 70) of firefox the site was wo...",firefox-700;desktop;fix-problems;windows-10;
1274151,2019-12-03 04:35:40 -0800,https://support.mozilla.org/questions/1274151,Building mozilla from source code on CentOS-8,"Hi, 
I am trying to build the latest ESR and ESR31 on CentOS 8. 
I am trying to run the bootstrapper but it is unable to find some packages for both ESR sources ( i.e. 31 and 68 ). 
Am I doing something wrong with my assumption of building mozilla from source on CentOS 8 ? Please...",download-and-install_1;desktop;needsinfo;
1274152,2019-12-03 04:40:10 -0800,https://support.mozilla.org/questions/1274152,Can't log in except in private mode,"Using Firefox 70.0.1 on macOS 10.14.6. I'm running into two issues that seem related and which I haven't solved. Firstly, there are some websites that refuse to let me log in (notably Flickr) except in a private window. There are others, such as a Leica camera forum, that let me ...",websites;firefox-700;firefox-7001;desktop;
1274158,2019-12-03 05:36:27 -0800,https://support.mozilla.org/questions/1274158,Updated to win 10 from 8.1 and forgot to backup my precious bookmarks.,"Hi, I updated from win 8.1 to win 10 via a complete install; (fn105fn@yahoo.com; and changed my user name )
Alas, I forgot to back up my bookmarks; very important for my travelling in my motorhome.
Is there a chance where I may find it? Can I reinstall it to my current Firefox?
",bookmarks;firefox-700;desktop;windows-10;
