id,created,updated,title,content,tags,product,topic,locale,answers,creator
1294990,2020-07-14 16:43:48 -0800,2020-07-14 16:43:48 -0800,how do you remove the forget button?,<p>i keep missclicking delete a page from browsing history and forget the site its fucking annoying how do i disable this? </p>,other;firefox-780;desktop;windows-10;,firefox,other,en-US,"",fislysandi
1294986,2020-07-14 15:24:22 -0800,2020-07-14 15:24:22 -0800,"Firefox says only one ""copy"" can run at a time","<p>I have 2 user accounts on my Mac, only one of which I really use. For some reason, Firefox now refuses to open in that user, saying that there's already a ""copy"" of Firefox open and that I can't have multiple copies running. (Firefox works fine when I'm on the other user, but it doesn't have all my bookmarks, passwords, etc... not to mention I can't access the non-Firefox files I want.) How do I close or get rid of the extra copy, so I can use Firefox in the other user account? Quitting the app doesn't do it. </p>",firefox-780;desktop;fix-problems;mac-os;,firefox,fix-problems,en-US,"",m.grabar.sage
1294985,2020-07-14 15:00:06 -0800,2020-07-14 16:16:39 -0800,Import passwords to firefox from a .json file,<p>So I have a .json file that I exported from the keeper application and I am trying to import it to my Firefox lockwise but I am having trouble. I tried deleting key4.db and logins.json and replacing them with the keeper .json file which I renamed logins.json. Any help would be appreciated. </p>,privacy-and-security_1;firefox-780;desktop;windows-10;,firefox,privacy-and-security,en-US,1332823;,agurashi03
1294984,2020-07-14 14:52:54 -0800,2020-07-14 14:52:54 -0800,Google Calendar crashed regularly and can't Restore.,"<p>I have <a href=""https://calendar.google.com/calendar/r"" rel=""nofollow"">https://calendar.google.com/calendar/r</a> as the link in pinned Tab for Google Calendar. After using it for awhile it will change to latest month such as: <a href=""https://calendar.google.com/calendar/r/month/2020/7/1"" rel=""nofollow"">https://calendar.google.com/calendar/r/month/2020/7/1</a>. Either way it frequently will crash while making an update or just browsing around. The ""Restore"" action attempts a reload but within a few seconds it crashes with Restore option again. </p><p>Suggestions? Thanks Don Dell Vostro laptop, Windows 10 latest, Firefox latest. </p>",firefox-780;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US,"",middleagespread
1294982,2020-07-14 14:33:18 -0800,2020-07-14 14:33:18 -0800,hacker?,"<p>Hi, I got a message today on my android phone asking if I was trying to sign in the Firefox, I wasn't. The message posted the ip address, city and state this person was operating from and it was not me. What can I do, report this? Who do I report it to? This happened a last week as well but I didn't write down the ip, city/state info. Thanks in advance. </p>",other;firefox-780;desktop;windows-10;,firefox,other,en-US,"",dhh488
1294981,2020-07-14 14:16:50 -0800,2020-07-14 14:22:38 -0800,Please Stop Sanitizing My PDF Downloads,"<p>When I download a document from an email or a website, I receive a message that Firefox has successfully ""sanitized"" the document. Then I discover that the hyperlinks, such as an RSVP, no longer work. How can I stop Firefox from destroying hyperlinks? </p>",privacy-and-security_1;firefox-780;desktop;windows-7;,firefox,privacy-and-security,en-US,1332804;,LINDAHENKE1
1294980,2020-07-14 14:02:52 -0800,2020-07-14 14:31:46 -0800,Opening PDF links,"<p>Prior to an update, I was able to click a link is was a direction to a PDF document in a folder and it opened in Adobe.  Now it only opens in the browser opening a new tab.  This would be fine, however, being in the browser if there are other links, it will not recognize these links, and I cannot manipulate the doc  since I am wanting it to open in Adobe DC pro.  I do have that selected for my option for PDF in Firefox. I have followed the online directions, changing in the options, resetting the entire browser  etc.   If I cannot get this settled, due to the fact I open PDF docs all the time I will have to go back to Chrome or worse, I.E. </p>",other;desktop;,firefox,other,en-US,1332806;,dpaul1
1294977,2020-07-14 13:52:41 -0800,2020-07-14 14:34:24 -0800,Recent Firefox upgrade to cloak IP address now causes me to 2-factor authenticate on trusted sites,"<p>At my workplace, if I am logged into my workplace network, I am supposed to be able to bypass the multi-factor authentication step when visiting secure workplace sites. However, after a recent update of Firefox (several weeks ago), I am asked to multi-factor authenticate at those sites even when I'm logged into my workplace network. (This is not the case in other browsers.) I suspect the change is related to a new security setting that cloaks my IP address. How can I tell Firefox NOT to cloak my IP address when accessing certain sites? I tried turning off the tracker but that didn't work. </p>",privacy-and-security_1;firefox-780;desktop;mac-os;,firefox,privacy-and-security,en-US,1332801;1332810;,carmenhuffman
1294974,2020-07-14 13:24:48 -0800,2020-07-14 16:32:54 -0800,disabling caching,"<p>so, I've been playing a multiplayer game about placing pixels on a canvas for a while. recently, the website owner changed the security framework to stay safe against angry hackers (long story) however, the changes we make on the canvas now are reverted when we refresh, and the website owner says it's because the browser caches the whole canvas. how can i disable caching to avoid this? </p>",websites;firefox-780;desktop;windows-10;,firefox,websites,en-US,1332827;,iamgonnagethackedmaybe
1294973,2020-07-14 13:19:40 -0800,2020-07-14 16:45:23 -0800,Firefox will set my language to english,"<p>Hello, every update the firefox will set itself into english, even when my default windows language is Slovak. I used firefox on different computers and this never happened before, do you have any idea what could be wrong? </p>",other;firefox-780;desktop;windows-10;,firefox,other,en-US,1332826;1332831;,roman.bartik99
1294972,2020-07-14 13:07:12 -0800,2020-07-14 13:07:12 -0800,"""A web page is slowing down your browser. What would you like to do? Stop it Wait""","<p>I keep getting a yellow banner at the top of my Firefox page which says: ""A web page is slowing down your browser. What would you like to do? Stop it Wait"" I keep clicking on the Stop it button, but it just comes back. I've tried clearing my cookies and cache and restarting my browser.  I've tried setting my Tracking protection to Strict, and then re-clearing my cookies and cache and re-restarting my browser, but the problem keeps happening. </p>",firefox-780;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US,"",advirtir
1294971,2020-07-14 13:06:52 -0800,2020-07-14 14:33:38 -0800,right click to copy /paste not work in firefox 78.0.2 kiosk mode,"<p>I'm using the firefox 78.0.2 esr in kiosk mode. I'm not able to do a mouse right-click, and open it on a new tab .  Also not able to right and copy, right click and paste.  Please advise </p>",other;desktop;,firefox,other,en-US,1332790;1332805;1332808;1332809;,rickmoua
1294970,2020-07-14 12:47:29 -0800,2020-07-14 12:47:29 -0800,Firefocx Account Sync Error,"<p>I am having syncing my two different computers with Firefox Sync. My bookmarks are not syncing, nor are any of my login information. </p><p>it used to work before, but for some reason, recently it just stopped syncing. </p><p>I logged out from firefox account on both computers and then logged back in and synced, but its still not working. </p><p>Please help. </p>",firefox-7802;firefox-780;sync;desktop;windows-10;,firefox,sync,en-US,"",artur.nasimov
1294969,2020-07-14 12:40:21 -0800,2020-07-14 12:40:21 -0800,Downloading an App or File,"<p>The last couple of weeks, when I down loaded an App for Adobe Lightroom, or a Zip file for an other program,  they automatically open in VLC media player , even as it are not video or music files. I have changed the settings for downloads in the option menu, but it still become VLC named files and open automatic in VLC media player. Any sugestions ,  </p><p>Thanks, Bert Schmitz </p>",other;firefox-780;desktop;windows-10;,firefox,other,en-US,"",bschmitz
1294968,2020-07-14 12:37:30 -0800,2020-07-14 14:42:26 -0800,I can no longer access Google Mail on Firefox; I can on other browsers,<p>I need to access Google Mail on Firefox; I have it on other browsers but it recently stopped on Firefox. </p>,websites;firefox-780;desktop;windows-10;,firefox,websites,en-US,1332791;1332802;1332803;1332812;,sally.ellyson
1294967,2020-07-14 12:36:41 -0800,2020-07-14 12:36:41 -0800,PC Windows 10,"<p>Meine erste Anfrage wurde falsch wiedergeben. Jetzt ein neuer Versuch. Bei der Webseite  ""MyGolf"" wird immer ""Umleitungsfehler"" angezeigt. Ich habe schon die gesamte Chronik gelöscht und ""alle Cookies zulassen"" angeklickt. Kann jemand helfen? </p>",privacy-and-security_1;desktop;,firefox,privacy-and-security,en-US,"",renatebrandt
1294965,2020-07-14 12:32:48 -0800,2020-07-14 12:32:48 -0800,Pc Windows 10,"<p>Bei einer bestimmten WebSeite (mygolf) wird immer ""Umleitungsfehler"" angezeigt. Ich habe ""cookies erlauben"" angeklickt und auch schon die gesamte Chronik gelöscht. Kann jemand helfen? </p>",other;desktop;,firefox,other,en-US,"",renatebrandt
1294964,2020-07-14 12:06:23 -0800,2020-07-14 13:52:20 -0800,Why is Firefox so useless now?!,"<p>What happened to Firefox? </p><p>I have downloaded a ""new"" version of the Browser and it is absolutely <strong>horrible</strong>!!! The person(s) who designed the new look should be fired and never re-employed. Normal websites that look good on any other browser Chrome, Safari, Edge, Opera etc, they all look hideous on Firefox. Buttons are floating out of frames, pictures displaced, default fonts and text have weird contrast etc and it doesn’t matter which theme you put on it, everything is just puke-inducingly bad. <em><strong>Currently, Firefox makes every website look like a webpage under construction</strong></em>!!! </p><p>How can you possibly mess things up so badly? Who authorised to absolutely ruin a browser, which used to be reliable? That person or those persons should be named and shamed and never employed in this business again. Firefox has become the “Skype” of web-browsers; it has become <em>useless, user-unfriendly, ugly and an embarrassment to design and functionality</em>. </p><p>Bring back the old Firefox and fire the people to designed the new one. </p><p>Mozilla… you have gone downhill along with the Skype losers. </p><p>What an embarrassment. </p>",firefox-780;desktop;windows-10;,firefox,other,en-US,1332793;1332794;,hakucho_Do
1294963,2020-07-14 12:02:14 -0800,2020-07-14 13:48:48 -0800,Can't add an addon,"<p>Hello there, </p><p>there isn't a download button for add ons. Everytime when I searched for the button I just found <em>Here to download Firefox</em>. Where can I download the add ons? Thanks. </p>",download-and-install_1;firefox-780;desktop;windows-10;,firefox,download-and-install,en-US,1332792;,angelic_guardian
1294962,2020-07-14 11:52:41 -0800,2020-07-14 11:52:41 -0800,NBC Sports Streaming Football Games,"<p>I would like to stream games using FF 64 bit v. 78.0.2, but cannot because, according to <a href=""http://NBCSports.com"" rel=""nofollow"">NBCSports.com</a>, ""Recent versions of Firefox do not support Adobe Flash with authenticated video streams. Please use an alternative browser.""  </p><p>Can this error message be correct? Why would FF be the only browser that doesn't support flash? Any work around would be helpful and appreciated. Please refrain from lectures on the demise of flash or any other tangentially related topic. I'm interested in streaming a game while I work.  </p><p>Thank you in advance, </p><p>Umrk </p>",other;firefox-780;desktop;windows-7;,firefox,other,en-US,"",u.m.r.k111
1294958,2020-07-14 11:46:30 -0800,2020-07-14 16:00:10 -0800,Firefox suddenly won't display PDFs in browser window.,"<p>For years, I've clicked on  PDFs online and they've opened in a browser window. Then, if I wanted a copy, I downloaded it. Suddenly, this doesn't happen. It doesn't open, it just goes straight to download. I've changed no settings. Other browsers open the PDFs in question. What happened and how do I fix it. I'm running Firefox 78.0.2 (64-bit) on a 2017 iMac running 10.14.6. Thanks. </p>",other;firefox-780;desktop;mac-os;,firefox,other,en-US,1332796;1332819;,Will-S
1294957,2020-07-14 11:42:12 -0800,2020-07-14 16:07:36 -0800,Hmmmm having trouble finding that site,"<p>I receive the above message on quite a few sites. I run Bitdefender Internet Security and I worked with them to see if their program was the problem. I disconnected all the program's components and I still received the same message on sites. Finally, I uninstalled Bitdefender and tried to log in with it. I received the same message and Bitdefender support team suggested that it must have something to do with Firefox. </p>",other;firefox-780;desktop;windows-10;,firefox,other,en-US,1332797;1332820;,magie21
