id,created,url,title,content,tags,product,locale
1295285,2020-07-16 16:50:52 -0800,https://support.mozilla.org/questions/1295285,"Speedtest very slow in FF, fast in native app and safe mode, other browsers fast","I have uninstalled and reinstalled FF, refreshed it, etc, but it consistently test at 400mbps to 600mbps even though I have gig speed.  On the native Ookla app for win10, I see the 960mbps.  Same in Edge and Chrome.  But FF is always slow.  I have tried other sites as well. Is FF simply slower than everyone else, or is there a setting I need to adjust?  Please help, or should I just switch to another browser? Thanks ",firefox-780;desktop;fix-problems;windows-10;,firefox,en-US
1295288,2020-07-16 17:50:39 -0800,https://support.mozilla.org/questions/1295288,Websites & PDFs,Why can I not all of a sudden get a website that is a PDF to open up so that I can look at it then I CAN DECIDE if I want to download it as a PDF file. I recently discovered that when I click on the link the PDF is automatically being downloaded to my download folder every time I clicked on the website link - this problem is very irritating & so is your so called help page! ,"",firefox,en-US
1295290,2020-07-16 18:26:50 -0800,https://support.mozilla.org/questions/1295290,Unable to access Zoom virtual backgrounds using Firefox,"I joined a Zoom meeting to day and was unable to choose any virtual backgrounds-there were no backgrounds to choose from the menu-just had a black box that said ""none"".  I started a Zoom meeting and was able in the Zoom settings to access the virtual backgrounds. So I can access if I start a meeting but not if I join one. Tried an experiment and went to chrome and was able to join a meeting and able to choose the  background.  So I can do it on Chrome, but not Firefox. Does anyone have any ideas, Firefox is my browser of choice. I have a brand new Dell G7 computer and the latest version of Firefox. ",other;firefox-780;desktop;windows-10;,firefox,en-US
1295291,2020-07-16 18:29:26 -0800,https://support.mozilla.org/questions/1295291,"My Bookmarks have Disappeared!!! Firefox 78.0.2 (64-bit), Windows 10 Home","I'm running Firefox 78.0.2 (64-bit) on a laptop with Windows 10 Home. After I did a Disk Cleanup (something I've been doing), I opened Firefox (computer was sleep after the cleanup) and I don't have any of my bookmarks except the two mobile ones. There is nothing anywhere! No old Firefox data file on the desktop - nothing. I can't create any bookmarks either.  My passwords and logins are still around.  When I try to restore the bookmarks it get the ""Unable to Process the Backup File"" on every one of the backup files.   I've read through similar questions, but they aren't for Firefox 78.0.2.  I can't understand them, and going from page to page via links doesn't help. Need help, and please be specific. ",bookmarks;firefox-780;desktop;windows-10;,firefox,en-US
1295292,2020-07-16 18:44:38 -0800,https://support.mozilla.org/questions/1295292,Why does Fox sync only 1 day of history? How can I have history to be saved (nev,"Whenever I use Firefox, I sign into my Firefox Sync account. Today is July 16 Thursday. At my school, I can see that my Firefox histoy goes back through July 14, and further. I didn't check how far back it goes, because I needed to review just my history for July 14. I used that same school computer to browse  But now at the library,  I just signed into my Firefox sync account and it only goes back to yesterday, July 15.   I have several questions. 1. Why does the library Firefox only sync to yesterday July 15? 2. If I were just to use one, and only one, computer (let's say my own laptop) to surf with Firefox, how long can the history go back till? What I mean is: Does the Firefox program automatically purge history after X number of days/weeks/months?  3. If so, how can I tell my Firefox program to never purge my history? I want my history to be stored indefinitely, just like how my Google searches are stored for me to refer to when I want/need to.  4. If there's no way to prevent Firefox to purge history, w...",firefox-780;sync;desktop;windows-10;,firefox,en-US
1295294,2020-07-16 19:09:50 -0800,https://support.mozilla.org/questions/1295294,Enhanced Tracking Protection Toggle switch,"When on a website and turning Enhanced Tracking Protection OFF, there is no toggle switch to turn it back ON. There used to be. Noticed this occurred after version update from 77 to 78. May be a coincidence? Help appreciated. Sherry ",privacy-and-security_1;firefox-780;desktop;mac-os;,firefox,en-US
1295295,2020-07-16 19:15:06 -0800,https://support.mozilla.org/questions/1295295,how to acess to kissasian.sh wev\bsite,how to acess to kissasian website ,websites;firefox-780;desktop;windows-10;,firefox,en-US
1295296,2020-07-16 19:32:33 -0800,https://support.mozilla.org/questions/1295296,12345,Helow ,cookies;desktop;,firefox,en-US
1295297,2020-07-16 19:32:51 -0800,https://support.mozilla.org/questions/1295297,I am not able to either add Pocket recommendations in my home page or in new tab,"As stated above, Pocket has disappeared from both the Firefox Home Content section and from new tabs, despite all values properly set in the about:config settings. This issue began a few days ago. Any clues on how to fix this? Thanks very much! ",tabs;firefox-780;desktop;windows-10;,firefox,en-US
1295299,2020-07-16 19:46:30 -0800,https://support.mozilla.org/questions/1295299,"""Email link"" was using Gmail- after today's firefox update, Outlook.  HELP !","It may be a sync issue... Today's I downloaded the firefox update.  Was using gmail to forward articles, etc. when I hit ""Email link"". Now, Outlook is trying to send out my stuff. How do I change it back ? ",firefox-780;sync;desktop;windows-10;,firefox,en-US
