id,created,url,title,content,tags,product,locale
1293943,2020-07-06 16:37:32 -0800,https://support.mozilla.org/questions/1293943,"If I use autoplay, Firefox crashes, I shut autoplay off and can't play any video","I have auto update and installation checked. I have very few sites where ABP allows ads. I have Bitdefender for antivirus. I have reset Firefox at least 5 times this past 6 weeks.  This has gotten old. I have tried starting without the Add-ons, but what's the sense of having Add-ons available then? If I try to use Firefox with the autoplay feature for videos on sites like NFL.com or NASCAR.com, Firefox will in short time crash (Firefox is not responding), ..usually when I have more than 2 tabs open, but has done it with a singular tab open.  As a matter of fact, it will sometimes crash before loading the page. If I use FIrefox with autoplay disabled, I can't even prompt the video to play.  It doesn't even show up in the play section when prompted.   So what's the sense of that? After resetting Firefox, I fail to understand why in the most viewed panel, why my most viewed aren't there after each reset?  Also, why doesn't it populate my most viewed consistently?  That being, if I go to the same sites all the ti...",firefox-780;desktop;fix-problems;windows-10;,firefox,en-US
1293953,2020-07-06 18:47:13 -0800,https://support.mozilla.org/questions/1293953,Roundcube Crashing,"The latest version of Firefox (updated 7/5/20) was added to my Windows 10 PC and now every time I try to use the mail program Roundcube, the Firefox tab crashes. Just thought you ought to know about this bug so you can fix it. It's never happened with any previous version of Firefox, so something in your latest update isn't playing nice with Roundcube and has to be fixed. ",desktop;fix-problems;,firefox,en-US
1293958,2020-07-06 19:41:46 -0800,https://support.mozilla.org/questions/1293958,top sites not always working,"lately, when i sometimes click on a top site icon, instead of going to that page i just get a blank home page. i have even had that happen when i clicked on the top site icon twice. ",firefox-780;desktop;fix-problems;windows-10;,firefox,en-US
1293971,2020-07-06 22:31:36 -0800,https://support.mozilla.org/questions/1293971,"Floating Meeting Tab Stuck, Can't Detach Tabs","I'm on Windows 10. The webcam software PerfectCam causes the floating icon-based meeting to be always on top [even if you minimise Firefox] and it also stops Firefox from letting you detach tabs from the main window by dragging a tab outside of the main Firefox window. This does not happen with other webcam software such as SnapCam or Xplit. The only way to get out of this problem is by closing Firefox. Extensions I have:  Adblock,  Adblock Plus,  AddToAny Share Anywhere,  Checker Plus for Gmail, Duplicate Tab Closer Quick Tabs Ported Startup Apps Weather This does not happen immediately on the 1st Google Meet meeting of a Firefox session. It happens after a few meetings. I actually find the always-on-top floating meeting Firefox tab a huge nuisance as I don't have anywhere to place it. If I put it on the corner, it covers the minimise/restore/close buttons. I'd love to be able to turn that thing off. PerfectCam's maker Cyberlink's Tech Support already gave me some instructions after I sent some diagnostics d...",firefox-780;desktop;fix-problems;windows-10;,firefox,en-US
1293972,2020-07-06 22:49:46 -0800,https://support.mozilla.org/questions/1293972,PDF pages very slow to load,"Hi all, when loading a PDF the first few pages load, and then the rest only load (slowly) once you scroll/click to view them. This wasn't always the case, and started about 4 weeks ago. My internet connection is 50Mbps, and is running at full speed, and my PC has 32GB of RAM. It's not my internet or PC, as far as I can tell. Is there a fix? Is this a known new bug? Thanks. (Windows 10, Firefox 78) ",firefox-780;desktop;fix-problems;windows-10;,firefox,en-US
1293984,2020-07-07 02:07:24 -0800,https://support.mozilla.org/questions/1293984,Interal error message when trying to log into Web mail.,"I'm getting an ""Internal Error"" message when trying to log into Web mail,since 6/28 when using Firefox. Been using Firefox for web mail for decades now w/no problems. Safari & Chrome working fine. ",firefox-770;desktop;fix-problems;mac-os;,firefox,en-US
1293990,2020-07-07 04:01:30 -0800,https://support.mozilla.org/questions/1293990,Problems seens since install of V78.0.1,"Experiencing the following problems since V78.0.1 was installed:   old bank accounts showed up (TD Bank)  games (AOL) will not complete the ""load"" cycle  unable to click on Firefox icons when in gmail:       >settings, contacts, logoff   Some items will not activate when doing a mouse click on them  Is a Firefox reload needed?  And, if so, how is that done without loosing bookkmarks, history, etc.? ",firefox-780;desktop;fix-problems;windows-10;,firefox,en-US
1293991,2020-07-07 04:43:32 -0800,https://support.mozilla.org/questions/1293991,Enter doesn't work in the URL bar,"Hi everyone, I'm having issues with my url/navigation bar and I can't find out how to fix it. I already reinstalled firefox but it didn't change the issue:  When I type in a website (or a search) in the url bar, nothing happens when I press enter, I have to manually click on the arrow to get the browser to react. (It works just fine in other browsers). I tried to de- and re-activate all the Address Bar Suggestions in preferences but this also didn't change anything. Hope there's a solution out there.. All good Simon ",firefox-780;desktop;fix-problems;mac-os;,firefox,en-US
1293993,2020-07-07 04:50:52 -0800,https://support.mozilla.org/questions/1293993,MS Teams join a meeting via link stopped working after 77,After updating Firefox from 77 to 78 joining MS Teams via link stopped working. (it used to open run application window where you could select teams). now it doesnt open that window at all. Issue occurs on 5+ tested PC's. ,firefox-780;desktop;fix-problems;windows-10;,firefox,en-US
1294003,2020-07-07 06:26:59 -0800,https://support.mozilla.org/questions/1294003,FIREFOX NOT DISPLAYING FORM DETAIL,"Since I updated my Firefox Developer Edition, forms doesn't display properly again even the form margin won't display which makes it very hard for me to know if a data as been input by default or the form is actually blank. ",firefox-790;beta;desktop;fix-problems;windows-10;,firefox,en-US
