id,created,url,title,content,tags,product,locale
1294865,2020-07-13 16:11:22 -0800,https://support.mozilla.org/questions/1294865,Printing issues with Firefox,"We use a UPS thermal label printer. If Firefox printints to that printer it works, but if any other printer is later selected, Firefox sends the job to the new printer but the paper format stays as the same as the label printer.  The proper paper sizes are set in the printer properties but Firefox seems to ignore them. No other browser software has this issue. Yes, I've reset the printer settings a number of times, the printers all work until another label is printed, then Firefox is again stuck on that label format. This is has been an issue with previous releases of Firefox, and it continues even with the latest release. Regrettably, if I need to print labels, Firefox is not used because of the need to reset all the printer settings afterwards.  I like Firefox, but with this annoying problem, it will not be used often. Any suggestions other then to continue to reset the printer's  settings? Thanks. ",other;firefox-780;desktop;windows-7;,firefox,en-US
1294867,2020-07-13 16:56:04 -0800,https://support.mozilla.org/questions/1294867,what google tech does firefox use?,"I noticed right after installation, many google services were installed and used. There were stuff like 'content decryption', so i was curious to know what they could be? ",privacy-and-security_1;firefox-780;desktop;windows-10;,firefox,en-US
1294869,2020-07-13 17:25:27 -0800,https://support.mozilla.org/questions/1294869,web sites,"I have 2 different computers running firefox. One computer will display  my banks website the other will not. Also, the 1 that does not display the site in firefox will display it correctly in microsoft edge. Any ideas on how to fix this issue. TIA ",websites;firefox-780;desktop;windows-10;,firefox,en-US
1294870,2020-07-13 17:26:34 -0800,https://support.mozilla.org/questions/1294870,how do you make firefox open history items in new tab?,"I'm used to Chrome's ability to automatically open a history item I click on in a new tab. Firefox instead opens that history item in the tab I'm currently in, which is really inconvenient. I don't want to have to remember to open a new tab BEFORE I look in history for a specific item. I can't find any way to do this in Firefox - it may be there, but not to my eyes. ",firefox-780;customize;desktop;mac-os;,firefox,en-US
1294872,2020-07-13 17:40:03 -0800,https://support.mozilla.org/questions/1294872,why don't some Mac trackpad controls work in Firefox?,"Mac trackpads (at least on my MBA running Sierra) have options for using the trackpad - like pinching or expanding with two fingers to zoom in or out, or smart zoom where you double-tap with two fingers to zoom in. These don't work in Firefox - but I don't see how (or why) a browser should prevent using trackpad gestures that are part of the OS. My FF is up to date. ",firefox-780;customize;desktop;mac-os;,firefox,en-US
1294874,2020-07-13 17:45:04 -0800,https://support.mozilla.org/questions/1294874,Bookmarks missing,"I recently upgraded my old MacBookPro with new hardware (2TSSD, 16GB memory, etc.). Before I upgraded, I backed up my hard drive using Mac's TimeMachine. And then, after loading Catalina in the upgraded MacBook, I  ""restored"" my ""new"" computer with the Time Machine Backup. I loaded&opened Firefox and clicked on the 64bit version, but I can't find any bookmarks from my old hard drive. Not sure where to look either on my Time machine backup, or on the ""new"" drive.  ( I find most the articles about backup, library folders, etc. to be very confusing.) I'd appreciate whatever help you can give in restoring my bookmarks. My current bookmarks are critical, and  I use my older ones for reference all the time.  Thanks ",bookmarks;firefox-780;desktop;mac-os;,firefox,en-US
1294875,2020-07-13 17:47:33 -0800,https://support.mozilla.org/questions/1294875,Is there a way to increase the height of the Tab bar so you can drag the window ,"The FF tab bar is so small that it's impossible to grab the window and move it, like to look at something hidden underneath it or make room for another window or app or whatever. The only places I can see to grab the window without accidentally opening tabs or dragging the tab off the tab bar into a new window are at each far end of the tab bar. So you have to decide which way you want to move the window and choose the appropriate end of the tab bar. Compared to Chrome, the FF tab bar is really skinny - even though the difference is only about 1/16 or 1/8 inch, that small difference is enough in Chrome to grab the window where you want and drag it without opening the tab right below where you're grabbing. I hope this description makes sense - hard to put it into words. ",tabs;firefox-780;desktop;mac-os;,firefox,en-US
1294876,2020-07-13 17:49:15 -0800,https://support.mozilla.org/questions/1294876,V78 prevents opening links to shortcuts .lnk files,"My intranet has links to our network folders and files via .lnk Windows shortcut files. With the 78 update, those links are no longer working, and result in an error message instead...""do you want to save the.lnk file"". Can this functionality be restored? Thanks ",desktop;fix-problems;,firefox,en-US
1294877,2020-07-13 17:53:25 -0800,https://support.mozilla.org/questions/1294877,How can I change the background color of the Tab bar?,right now the Tab bar background is black and the tab font is white and tiny and the visibility is very poor. It would help if the background were gray and the font were black and bigger. I can find no way to adjust this in Preferences. ,tabs;firefox-780;desktop;mac-os;,firefox,en-US
1294878,2020-07-13 18:04:48 -0800,https://support.mozilla.org/questions/1294878,bookmarks not showing up on my address bar,"ok. so i go to open menu, option,privacy&security,address bar, check the bookmarks only box and nothing shows up (WTF) can some body help with this. before this two new updates 78.0.1 and 78.0.2.. I use to be able to just click on my address bar at the top and see my bookmarks . now i cant even see history,bookmars,open taps When using the address bar suggest, in options. the only thing that works is that darn (top sites) ",bookmarks;firefox-780;desktop;windows-10;,firefox,en-US
