id,created,updated,title,content,tags,product,topic,locale,answers,creator
1289257,2020-06-01 18:57:02 -0800,2020-06-01 18:57:02 -0800,No update for cacert.pem,"<p>There is no update of Mozilla ca certificate store (cacert.pem) from ""<a href=""https://curl.haxx.se/docs/caextract.html"" rel=""nofollow"">https://curl.haxx.se/docs/caextract.html</a>"" since Jan 2020.  </p><p>I am wondering if the update location has been changed? </p><p>Thanks, Jason </p>",download-and-install_1;desktop;,firefox,download-and-install,en-US,"",jxue
1289256,2020-06-01 18:35:27 -0800,2020-06-01 18:39:10 -0800,Cant remove Facebook,"<p>On the homescreen of Firefox that has the ""Top Sites"" section along with the ""Recommended by Pocket"", I cant seem to get rid of Facebook no matter how many times I click ""dismiss"" or ""delete from history"". I'm just trying to take a brake from Social Media and dont want that icon tempting me.  </p><p>I know I should just not click it, but it would be easier without it there. </p>",websites;desktop;firefox-760;windows-10;,firefox,websites,en-US,1318101;,zealousmike12
1289254,2020-06-01 18:25:28 -0800,2020-06-01 18:25:28 -0800,Remove Right-Click E-mail Option,"<p>Every now and then I do this.  I see a picture and think, that would be fun in my wallpaper folder.  I right click the image and click, ""Save Image As...""  Right below that option is, ""Email Image...""  Every now and then a little tick of my hand or finger, and I end up selecting the E-mail option.  This is automatically set up to connect to Windows Excel.  I don't use Windows Excel.  I don't even have it installed.  I don't want it installed.  The computer freezes for a bit and finally gives up and tells me something about the program not being installed or set up properly or whatever.  I've forgotten what it said.  Anyway, afterwards, the right-click ""Save Image As..."" and possibly other options don't work until after I reboot the computer.  I will NEVER right click an image to e-mail it.  I do that from my mail program.  How do I remove the option from the right-click menu.  I tried looking it up, and found a lot of related stuff but they proved unhelpful. </p>",customize;desktop;firefox-760;windows-10;,firefox,customize,en-US,"",gbeacock
1289253,2020-06-01 18:20:32 -0800,2020-06-01 19:51:51 -0800,Something is wrong,"<p>Hello, </p><p>I'm just spreak russian and german and I selcte spanish at my browser. So I need your help to set it into russian or german. </p><p>Thanks in advance </p>",desktop;fix-problems;,firefox,fix-problems,en-US,1318111;1318113;,Olesia86
1289250,2020-06-01 17:35:37 -0800,2020-06-01 17:35:37 -0800,pestañas fallan a cada rato y paginas con cuadros negros,"<p>tengo un problema y es que en las paginas aveces se me presentan cuadros negros, ademas que las pestañas me fallan muy seguido, solo quiero saber si firefox en el apartado de pestañas usa memoria ram porque solo tengo 200 mb de ram </p>",tabs;desktop;firefox-760;windows-10;,firefox,tabs,es,"",kirbylink96
1289249,2020-06-01 17:34:14 -0800,2020-06-01 17:34:14 -0800,pinterest page only loads first time,"<p>every time i try to open up a pinterest page, it shows up completely blank. nothing on the screen. i've searched for solutions, a few said to clear the cache and i did. it works, but only once. if i reload the page or open a new pinterest page, it will be blank, and then i have to go back to history and forget the site again. the only extension i have is forest, and i don't think that has anything to do with it. </p>",websites;desktop;firefox-760;windows-10;,firefox,websites,en-US,"",joliepchan
1289248,2020-06-01 17:27:40 -0800,2020-06-01 17:37:58 -0800,email is full,"<p>I'm not receiving emails, people have told me they could't send me because my email box is full, how do I correct this? </p>",other;desktop;firefox-760;windows-7;,firefox,other,en-US,1318095;,frank119
1289245,2020-06-01 17:08:22 -0800,2020-06-01 17:26:48 -0800,top sites/highlights vanished and I can't access my email (I can on internet Expl).,"<p>Everything has vanished.  I've tried all suggested fixes.  I even deleted Firefox and installed again. I continue to get the same error msg...""the bookmarks and history system will not functional because one of Firefox's files is in use by another application.  Some security software can cause this problem."" I'm using Webroot and have not made any changes ...period. Any help would be appreciated.  Thank you.  Scott </p>",fix-problems;desktop;firefox-760;windows-81;,firefox,fix-problems,en-US,1318093;,teamclark
1289240,2020-06-01 15:49:19 -0800,2020-06-01 18:51:50 -0800,Is there a way to enable the address bar dropdown menu?,<p>With the most recent update I can no longer enable the dropdown menu with my most visited websites. With previous versions setting <strong>browser.urlbar.openViewOnFocus</strong> to <strong>false</strong> solved this problem. But it doesn't seem to be working now. Is there anything else I can try? </p>,firefox-770;beta;customize;desktop;mac-os;,firefox,customize,en-US,1318090;1318100;,PeaceLoveBananas
1289238,2020-06-01 15:42:08 -0800,2020-06-01 15:42:08 -0800,"font not rendering in firefox, ok with other browsers","<p>Hi there,  </p><p>My custom font (avenir) displays fine in all other browsers except Firefox.  My site is: <a href=""https://madebycircular.com.au/"" rel=""nofollow"">https://madebycircular.com.au/</a> </p><p>Here is my code:  </p><p>@font-face { </p><pre> font-family: 'avenir-book';  font-weight: normal;  src: url('fonts/avenir-book/avenir-book.woff2') format('woff2'), /* Super Modern Browsers */       url('fonts/avenir-book/avenir-book.woff') format('woff'), /* Pretty Modern Browsers */       url('fonts/avenir-book/avenir-book.ttf')  format('truetype'), /* Safari, Android, iOS */ </pre> <p>} </p><p>I can't figure out what is wrong.  </p><p>Thanks Clare </p>",websites;desktop;firefox-760;mac-os-x-1010;,firefox,websites,en-US,"",claremc13
1289233,2020-06-01 14:32:49 -0800,2020-06-01 16:22:19 -0800,desactivar permanentemente el sonido al abrir pestañas nuevas en firefox,<p>como puedo desactivar la desagradable intromision de sonido al abrir una nueva pestaña en firefox. ?? es una aplicacion que no sirve para nada.  deberian de eliminarla del navegador </p>,privacy-and-security_1;desktop;firefox-760;windows-7;,firefox,privacy-and-security,es,1318087;,ervinhm
1289231,2020-06-01 14:28:18 -0800,2020-06-01 14:35:32 -0800,"error: ""Blocked by Content Security Policy"" when I open a specific site's e-mail. It says further ""Firefox prevented this page from loading""","<p>Hi there!  I've fished through here every way I can to find the answer, but no luck.  (I've searched the web several times for articles to help, too).  </p><p>I'm having a problem with emails coming to my Comcast/Xfinity email from <a href=""http://zillow.com"" rel=""nofollow"">zillow.com</a>. I can open the email, but if I click on a link inside for a property for sale, the content gets blocked by Firefox. Additionally, the email then stops me from further navigating to my other emails, repeatedly, even after I delete the email, coming up no matter which other email I select to open. I can only view my other email by closing the email program and restarting my email program again.  </p><p>I've cleared my Zillow cookies cache as was suggested as a solution by an archived question, but that also did nothing. I've tried to add a rule for that site, I've disabled my add blockers on that site, I'm about out of tricks. Any other ideas?  Many thanks! </p><p>P.S. I just had an immediate reply with a phone number to call to help with my question. I called, and no answer. I was immediately  called back from a completely unrelated phone number by a fellow who said he was both Goggle and Firefox support. This raised my concern level, but after asking about the different phone numbers, if there was a charge, etc., I told him my problem, which was exactly as stated here, so no secret. He wanted to gain remote access to my computer to take a look at the problem, and I declined. I've done that before with support services I have called with no problems (note *I* called them), but this felt questionable. He even offered to call back from the number I had called in the effort to prove he was who he said he was. I declined and hung up. Maybe my B.S. detector is set too high, but no thanks. If Firefox routinely does this it does not engender confidence. He called me again twice while I was typing this. A search reveals a low risk of spam/fraud, but seriously Firefox, this ain't no way to run an airline. </p>",other;desktop;firefox-760;windows-10;,firefox,other,en-US,1318060;,seahorse2000
1289230,2020-06-01 14:27:43 -0800,2020-06-01 19:58:57 -0800,"Firefox won't let me open ""Xfinityconnect.email.comcast.net""","<p>For the last 3 days every time I try to access my email account, ""<a href=""http://xfinityconnect.email.comcast.net"" rel=""nofollow"">xfinityconnect.email.comcast.net</a>"", a warning comes up saying Firefox won't let me connect. ""Warning: Potential Security Risk Ahead"".  I have scanned my computer and removed any threats, viruses, malware etc. but the warning continues to block my mail program.  Help! </p>",websites;desktop;firefox-760;mac-os-x-109;,firefox,websites,en-US,1318061;1318079;1318099;1318104;1318112;1318114;,eugenia327
