id,created,url,title,content,tags,product,locale
1286384,2020-05-07 16:31:06 -0800,https://support.mozilla.org/questions/1286384,How do I delete Folders from Bookmarks?,"History:  How can I delete all the bookmarks in the ""Older Than 6 mo."" without having to select groups of bookmarks? Bookmarks:  Same question Thanks for your help ",macos;,firefox,en-US
1286385,2020-05-07 16:32:36 -0800,https://support.mozilla.org/questions/1286385,"Removing title bar does not work (Firefox 76.0, Pop!_OS 20.04)","Going to ""Customize"" and then unchecking ""Title Bar"" has no effect. ",customize;desktop;firefox-760;linux;,firefox,en-US
1286386,2020-05-07 16:39:41 -0800,https://support.mozilla.org/questions/1286386,Locked out of password by new Lockwise 76. My desktop updated itself and with no,This is not the account I am worried about but since I have no idea what password is attached to my firefox account I have no way to sign on as that user and had to create another account using another email account! I am disabled and have no way to remember passwords. It is esse...,privacy-and-security_1;firefox-750;desktop;windows-10;passwords-os-auth;,firefox,en-US
1286387,2020-05-07 17:08:58 -0800,https://support.mozilla.org/questions/1286387,Crashing when playing Flash Games,"In Under Control the screen flashes and goes to either black or white.  No Flash crash symbol shows up.  Intermittent problem, will work fine for several days and then crash repeatedly.  RJ Games ""fix"" was use Chrome.  Restarting Firefox has no impact.  Clearing stored data has n...",fix-problems;desktop;firefox-760;windows-10;,firefox,en-US
1286389,2020-05-07 18:10:34 -0800,https://support.mozilla.org/questions/1286389,Can no longer move/resize Firefox or Thunderbird windows,Hello.  This problem seems to have developed a couple days ago.  I noticed in both my Firefox web browser 76.0 (64-bit) and Thunderbird mail client 68.8.0 (32-bit) that I can no longer use the mouse to drag the window around or resize the window?!?  All other applications are sti...,fix-problems;desktop;firefox-760;windows-7;,firefox,en-US
1286390,2020-05-07 18:59:31 -0800,https://support.mozilla.org/questions/1286390,When I change the default expiry in Firefox Send it doesn't upload the file,As above when I change the download expiry for Firefox Send the file doesn't ulpoad and the screen just shows the login page as second image below ,firefox-750;desktop;fix-problems;windows-10;,firefox,en-US
1286391,2020-05-07 19:04:29 -0800,https://support.mozilla.org/questions/1286391,How could my bookmarks be added to my husband's bookmarks?,My husband showed me under his signed account some of my bookmarks within his.  How could this happen?  I double checked that he was logged in under his email. ,bookmarks;desktop;,firefox,en-US
1286393,2020-05-07 19:08:08 -0800,https://support.mozilla.org/questions/1286393,Any way to zoom on Youtube video's page but not on youtube's main page,"Hello! I would like to know if there is any way to get a default zoom on youtube video's page, like regular videos and stuff but not on the main page of Youtube.  Im using a 1440p monitor and everything looks tiny, so i zoomed to about 115%, which on the videos pages and the vide...",websites;desktop;firefox-760;windows-10;,firefox,en-US
1286394,2020-05-07 19:09:03 -0800,https://support.mozilla.org/questions/1286394,"I installed some add-ons and I don't see them in the toolbar, customize thing, o",How do I make them show up in my toolbar? windows 10 firefox ,firefox-750;customize;desktop;windows-10;,firefox,en-US
1286395,2020-05-07 19:10:53 -0800,https://support.mozilla.org/questions/1286395,"Where is the Firefox refresh button. If I am in webmail, I get slowed down. 20 m",None of the above solves my problem with Google Chrome running script whenever I open webmail from earthlink. ,fix-problems;desktop;firefox-760;windows-7;,firefox,en-US
1286396,2020-05-07 19:20:29 -0800,https://support.mozilla.org/questions/1286396,Why can't I run skype in firefox web browser in linuxmint?,"I am using linuxmint 19.3 and 76.0 version of firefox(32 bit).When I try to use skype on firefox web browser, the message reads ""Browser not supported. Use Microsoft Edge or Google Chrome to access Skype for Web experience. Alternatively you can use Skype Web Control or download ...",websites;desktop;firefox-760;linux;,firefox,en-US
1286397,2020-05-07 19:27:35 -0800,https://support.mozilla.org/questions/1286397,I stopped getting notifications after clearing my cache and cookies.,The other night I completely cleared my cache and cookies because Firefox was being slow and they were both quite full. It fixed the slowness problem but now I have another: I'm not receiving any notifications from websites now. I typically get several a day just from YouTube but...,cookies;desktop;firefox-760;mac-os;,firefox,en-US
1286398,2020-05-07 19:40:42 -0800,https://support.mozilla.org/questions/1286398,how do I download firefox version 43.0.1 to a desktop computer with xp sp3 os. o,Can't get many web pages with firefox v 5 on a desktop computer with xp sp3. Will downloading version 43.0.1 help get web pages that i cannot get now? Or is problem the slow  dial up internet service? ,download-and-install_1;firefox-670;mobile;android;,firefox,en-US
1286399,2020-05-07 20:06:19 -0800,https://support.mozilla.org/questions/1286399,"Windows Security ""Firefox is trying to use stored credit card information. Confi","I've been using Firefox credit card autofill since it was introduced, with no problem. Recently when I tried to fill in a form with my credit card information stored in Firefox, I get the message in a popup box entitled Windows Security- ""Firefox is trying to use stored credit ca...",other;desktop;firefox-760;windows-10;,firefox,en-US
1286400,2020-05-07 20:14:09 -0800,https://support.mozilla.org/questions/1286400,"Unable to connect to wifi while NOT connected to vpn (Nord).  ""You must log in t","I am unable to connect to wifi without being logged into my vpn.  Getting a browser pop-up saying, ""you must log in to this network before you can access the internet"",  as in the screenshot below which when clicked on leads to the dubious message of ""success"" on a blank white pa...",fix-problems;desktop;firefox-760;mac-os;,firefox,en-US
1286401,2020-05-07 20:43:24 -0800,https://support.mozilla.org/questions/1286401,Extension Shortcuts not available,"Extensions are installed and running but dont show up next to the 3-bar menu.  Add-ons Manager says  ""The following extensions do not have shortcuts:    Facebook Container    LastPass: Free Password Manager    TrafficLight""  They used to show up a couple of days ago but I cant fi...",customize;desktop;firefox-760;windows-10;needsinfo;,firefox,en-US
1286403,2020-05-07 21:30:33 -0800,https://support.mozilla.org/questions/1286403,why the fuck do i heed to log in to see my passwords now and fyi i was never ask,what the fuck is this windows security   mozilla firefox     verify your identity to reveal the saved password bullshit that i never set up so i dont have ether user name or password for nor did i agree to ,privacy-and-security_1;desktop;firefox-760;windows-10;passwords-os-auth;,firefox,en-US
1286404,2020-05-07 21:40:56 -0800,https://support.mozilla.org/questions/1286404,"In my laptop,every time i open Google Chrome instead of opening chrome it opens ","From last 1 week i have tried to open google chrome but it always opens Mozilla firefox ,i have tried changing defaults and have tried to delete firefox but nothing work.I have to work on google but it won't let me open chrome.Please help,Thanks ",firefox-700;other;desktop;windows-10;,firefox,en-US
1286405,2020-05-07 21:54:26 -0800,https://support.mozilla.org/questions/1286405,I received a text message from the number 906-33 saying someone just signed into,"“ Hi (Name), a new device named Mozilla on Windows XP just logged into your SHARE NOW account. If this wasn't you, please change your password to protect your account. You can always report any suspicious activities on your account at 877-488-4224.” ",privacy-and-security_1;desktop;,firefox,en-US
1286408,2020-05-07 23:31:04 -0800,https://support.mozilla.org/questions/1286408,can't sync bookmarks from one computer to another,"when i home, i can't sync bookmarks from the newest bookmarks computer which i use in work. i tried to logout account. & relogin sync bookmarks, but can't work. my home computer's bookmarks seem as my two years ago's bookmarks, for i had in this company for two years. the bookmar...",sync;desktop;firefox-760;mac-os;,firefox,en-US
1286409,2020-05-07 23:41:53 -0800,https://support.mozilla.org/questions/1286409,Black squares instead of Spine animations [IFrame],"Hello. There is a problem. Spine animations are not displayed. Maybe it has something to do with webgl We are developing a game and this problem is observed in all, and only on the FireFox browser, in the rest (Chrome, Opera, Safari) everything is good. I really need help. Link w...",other;desktop;,firefox,en-US
