id,created,updated,title,content,tags,product,topic,locale,answers,creator
1288360,2020-05-26 07:22:50 -0800,2020-05-26T07:22:50Z,"Adding ""keyword"" as a column",<p>It would be great &amp; helpful if you could add the column keyword - since one can add keywords - to the booksmarks view. See my screenshot. Thanks. </p>,bookmarks;desktop;firefox-760;mac-os;,firefox,bookmarks,en-US,"",cani.j.berlin
1288359,2020-05-26 07:11:36 -0800,2020-05-26T07:11:36Z,gmail inbox page,<p>My pc inbox desktop email page opens in accordance with my mobile page. I want to restore my page to the desktop page for emails. Currently it opens as per 703. It used to open as per 704. </p>,sync;desktop;firefox-760;windows-10;,firefox,sync,en-US,"",zeusdsk98
1288358,2020-05-26 06:16:24 -0800,2020-05-26T06:16:24Z,Problema al cargar diferentes paginas web,"<p>Mi problema siempre se presenta con las siguientes paginas web: <a href=""http://Mercadolibre.com"" rel=""nofollow"">Mercadolibre.com</a> mega pagina web del banco caja social </p>",websites;desktop;firefox-760;windows-10;,firefox,websites,es,"",caemasa
1288356,2020-05-26 06:11:10 -0800,2020-05-26T06:11:10Z,Enhanced Tracking Protection Report and Clear History,<p>Hi. </p><p>Have a question: Is there any way to keep Enhanced Tracking Protection Report intact even after a full History Clean? I like to have those tracking number for evidence. :)  </p><p>An example is Brave Browser. </p><p><br> Thanks </p>,privacy-and-security_1;desktop;firefox-760;,firefox,privacy-and-security,en-US,"",tonialb
1288355,2020-05-26 06:05:32 -0800,2020-05-26T06:07:41Z,Падение файрфокс,"<p>Здравствуйте, использую устаревшую ОС WinXP*64 SP2 И максимально поддердиваемую для этого версию firefox 52, сама система и браузер стоит на SSD но всё равно происходят падения, бывают при запуске нескольких окон, а бывают при одном, иногда постоянно, иногда могут несколько минут не происходить. И вобще по часу-2 работает нормально. Чем можно протестировать чтобы найти причину? </p>",firefox-520;desktop;fix-problems;windows-server-2003;,firefox,fix-problems,en-US,1316042;,synaps777
1288351,2020-05-26 05:04:57 -0800,2020-05-26T05:09:23Z,Website,<p>Website to see live tracing of trains </p>,firefox-300;websites;desktop;linux;,firefox,websites,en-US,1316028;,nishantsinghtez122
1288346,2020-05-26 04:22:13 -0800,2020-05-26T04:24:26Z,Je n'arrives pas à ouvrir ma boite gmail.com que j'avais depuis longtemps,"<p>Je n'arrives pas à ouvrir ma boite <a href=""http://gmail.com"" rel=""nofollow"">gmail.com</a> que j'avais depuis longtemps </p>",other;firefox-720;desktop;windows-10;,firefox,other,en-US,1316010;,ntgagarine77
1288345,2020-05-26 04:18:14 -0800,2020-05-26T04:34:39Z,"Turn off ""Executable files may contain viruses or other malicious code"" warning","<p>When downloading pdf, html and other files I recently started getting an ""Executable files may contain viruses or other malicious code"" warning. This is annoying and definitely nothing I didn't know. Besides, many of these files were written by me, so this simply represents an additional annoyance in my workflow. How do I permanently disable this behavior? </p>",customize;desktop;firefox-760;linux;,firefox,customize,en-US,1316015;,redask9
1288344,2020-05-26 04:14:47 -0800,2020-05-26T05:24:07Z,"data breach, don't know which password","<p>Hi, I've been notified that there was a data breach of my email and password - but the data breach was at a company where I do not have an account. I guess that is possible somehow, but how do I figure out which password they got, because all my passwords for different companies are different. If they got a password for some other company I should change it, but I don't know which one to change. </p>",other;desktop;,firefox,other,en-US,1316016;1316019;1316031;1316036;,becky14
1288341,2020-05-26 03:39:54 -0800,2020-05-26T09:16:50Z,+62 821-2767-2067,<p>Retass </p>,firefox-400;customize;desktop;windows;needsinfo;,firefox,customize,en-US,1315986;1315987;,samsamgrice
1288339,2020-05-26 02:48:18 -0800,2020-05-26T03:08:30Z,facebook only opens as blank page,<p>facebook opens only as blank page ' </p>,websites;desktop;firefox-760;windows-7;,firefox,websites,en-US,1315971;,helgauck
1288338,2020-05-26 02:23:44 -0800,2020-05-26T02:35:57Z,Now have to sign in to my Yahoo account every time I close the browser but only on firefox.,"<p>starting about a week ago, my Yahoo mail and yahoo account makes me enter username and password EVERY TIME I close the browser and reopen it. This only happens when I am using Firefox (ver 76.0.1). I still have chrome and explorer on this machine but rarely use them. But, when I sign in to yahoo on either one of them, it will keep me logged in for 2 weeks as always. I have not changed anything in firefox settings to cause this, nor have I added any other new programs or add-ons. I do not store any passwords on the machine and do not want to start now. </p>",other;desktop;firefox-760;windows-10;,firefox,other,en-US,1315964;,w_kline
1288337,2020-05-26 02:18:40 -0800,2020-05-26T03:38:59Z,LOST EVERY BOOKMARKS AND DOWNLOADS,"<p>I think I deleted my Firefox by mistake yesterday.  I have reinstalled it BUT I have lost all my book marks and downloads which I had gathered over the years.  I have tried to follow the instructions to restore the Bookmarks and downloads but this has not worked and I am at my wits end in trying to get back all this imprtant material.  Can you help, please? </p>",bookmarks;desktop;firefox-760;windows-7;,firefox,bookmarks,en-US,1315968;1315982;1315983;,Joewho
1288336,2020-05-26 02:13:55 -0800,2020-05-26T05:27:52Z,Remove One-Click Search Engines in about:config,<p>Hi </p><p>How can I remove the One-Click Search Engines in about:config see attachments </p><p>Thanks </p>,customize;desktop;,firefox,customize,en-US,1315974;1316008;1316014;1316021;1316033;1316037;,egana1
1288335,2020-05-26 02:05:42 -0800,2020-05-26T02:32:08Z,ASSISTANT FIREFOX,<p><strong>Hello Moeilla Fire Fox</strong> </p> <ul><li> you need help I see </li><li> and I can help you but I don't now How </li><li> now you can repond from my question for know how </li></ul>,other;desktop;firefox-760;windows-7;,firefox,other,en-US,1315963;,anesskl444
1288333,2020-05-26 02:03:47 -0800,2020-05-26T03:30:01Z,"I get constant ""The connection has timed out"" errors... please help.","<p>Hi Folks, I recently had to change my slow POTS broadband to LTE broadband as its quicker, however the LTE connection is quite weak (rural UK), so i get a much faster speed for streaming at night, but sometimes establishing a session or initial connection can be a little troublesome. </p><p>Im studying from home all day, every day at present.  I get perhaps 40% of my new tabs / web searches sending me a ""The connection has timed out"" error, which i have to refresh the page to try again.  Usually i can live with this, as im used to poor broadband generally. </p><p>Problem - i have a timed aptitude test tomorrow.  I cant use any other network connection as im not supposed to go anywhere with coronavirus. </p><p>Can anyone help me resolve the network timeout problem?  Im doing practice tests and im now getting timeouts for the server to have received my answers!  I dont want to fail the test because of network timeouts. </p><p>MacOS 10.15.4 - firefox browser 76.0.1 </p><p>Any help would be MASSIVELY appreciated. </p>",fix-problems;desktop;firefox-760;mac-os;,firefox,fix-problems,en-US,1315961;1315976;,tom7182
1288329,2020-05-26 01:30:30 -0800,2020-05-26T01:30:30Z,keyboard shortcuts,<p>i played a game and when I was pressing space bar to jump it was scrolling down. I want to know how can i edit the keyboard shortcuts. </p>,customize;desktop;firefox-760;windows-10;,firefox,customize,en-US,"",glitchy.boy
1288328,2020-05-26 00:18:45 -0800,2020-05-26T01:36:56Z,Failure to save Cookie selection,<p>All website now require you to accept or select what cookies you will accept. Older versions did this with no problem but version 76.0.1 64 bit does not after auto update. Every site requests cookie selection or agreement everytime Firefox is opened. Nothing is being saved </p>,cookies;desktop;firefox-760;windows-10;,firefox,cookies,en-US,1315951;,pjmb_uka
1288327,2020-05-26 00:12:53 -0800,2020-05-26T08:50:30Z,Firefox crashes directly when started. SafeMode no change,"<p>Firefox keeps crashing on startup on Windows 2012R2 - Server. Already uninstalled and removed the directories then reinstalled latest version. No change: </p><p>Problemsignatur: </p><pre> Problemereignisname:	APPCRASH  Anwendungsname:	firefox.exe  Anwendungsversion:	76.0.1.7432  Anwendungszeitstempel:	5eb403e6  Fehlermodulname:	StackHash_76e0  Fehlermodulversion:	0.0.0.0  Fehlermodulzeitstempel:	00000000  Ausnahmecode:	c0000005  Ausnahmeoffset:	PCH_85_FROM_exploitblocker+0x0000000000028D64  Betriebsystemversion:	6.3.9600.2.0.0.144.8  Gebietsschema-ID:	1031  Zusatzinformation 1:	76e0  Zusatzinformation 2:	76e01b5ae902244ef9386752a294668d  Zusatzinformation 3:	18b7  Zusatzinformation 4:	18b76c90cd64037b7240549b9164ae2f </pre> <p>there are no new records in the ""Crash Reports"" - Folder appearing ...  </p><p>Any Ideas on where i could check to get this fixed ? </p>",desktop;fix-problems;,firefox,fix-problems,en-US,1315990;1316012;1316072;,markus.poeschl
1288325,2020-05-25 23:58:47 -0800,2020-05-25T23:58:47Z,voice search,"<p>Voice Search like Chrome. I saw the answer that was archived 2 years ago and the link takes me to a VPN, that I can only sign up for in the US. </p><p>So, is there any development for voice searching like what google chrome has? </p><p>Just curious. </p>",customize;desktop;firefox-760;windows-10;,firefox,customize,en-US,"",Toothcentral
1288324,2020-05-25 23:21:45 -0800,2020-05-26T06:22:27Z,This webpage has been blocked,"<p>Recently while browsing <a href=""http://www.mediafire.com/"" rel=""nofollow"">http://www.mediafire.com/</a>, I mistakenly clicked on Block. Thereafter tried all the available solutions, but the web site always returning this message: This webpage has been blocked. Anyone out there solved this sort of problem, please help. Thank you. Jasim Raihan </p>",websites;desktop;firefox-760;windows-7;needsinfo;,firefox,websites,en-US,1316026;1316045;,jasim.raihan123
1288322,2020-05-25 22:23:05 -0800,2020-05-25T22:23:05Z,Dimitrios Samartzis,<p>Geia sas haker mpenoun sto profil auto pou mou exoun dimiourgisi Ixa sxesi me ena paidi opou mou evaze ipnotika kai meta enesi krystal meth kai den iksera tipota den katala pos ekane. Video meso emena niotho asxima exo vali ton nomo na tous vroun steilete email sto samartzisdimitris@gmail.com Aposindeste tis siskeves aple kai samsun thelo na do ti mou kanane to iliko einai viasmos </p>,customize;desktop;,firefox,customize,en-US,"",samartzisdimitris6
1288321,2020-05-25 22:04:28 -0800,2020-05-25T22:04:28Z,Closing FF with Ctrl-Shift-Q,"<p>When closing Firefox and more than one window is open, I get a warning telling me how many tabs I have open in that window, and asking if I want to continue. If I continue, tabs will be lost. </p><p>The warning has two buttons, ""Close Tabs"" and ""Cancel.""  </p><p>If I close FF with File &gt; Exit or Ctrl-Shift-Q, and next time when I open FF, all windows and tabs came back.  </p><p>The warning above should address this: It should give a third option of Exiting to bring back all windows when FF is started next time. Something like... </p>",tips;desktop;firefox-760;windows-10;,firefox,tips,en-US,"",sag621
1288317,2020-05-25 22:00:48 -0800,2020-05-25T22:00:48Z,Firefox bsod,"<p>Hello,  </p><pre>           Im always getting bsods with firefox 75 or 76 with nvidia hardware acceleration enabled . what is solution to this ??           There are no firefox crash reports , only bsod . </pre> <p>why is hardware acceleration still not glitch free after so long ?  Im having no issues with chrome , but i always prefered firefox .. </p><p>Do you recommend any specific stable nvidia driver version for firefox so it doesn't bsod ?.. </p><p>I have an intel i7 and nvidia gtx 1080 hardware. </p><p>Thanks </p>",fix-problems;desktop;firefox-760;windows-10;,firefox,fix-problems,en-US,"",sk54720
1288313,2020-05-25 21:32:54 -0800,2020-05-26T03:43:54Z,not work,<p>not work </p>,sync;desktop;firefox-760;windows-10;,firefox,sync,en-US,1315992;,mvirtux
1288312,2020-05-25 21:32:24 -0800,2020-05-25T21:32:24Z,Recognition Badges,"<p>Keep getting recognitions from other pages on Facebook, but Firefox won't allow me to accept.  Get a message, such as this one recently received from Huffpost offering me a Badge of recognition from them: </p><p>""Firefox doesn’t know how to open this address, because one of the following protocols (fb) isn’t associated with any program or is not allowed in this context."" </p><p>What does this mean, and how can I accept? </p>",other;desktop;firefox-760;windows-10;,firefox,other,en-US,"",glonewolf
