id,created,updated,title,content,tags,product,topic,locale
1260855,1559515355,1559613531,Camera grants turned of following installation of Firefox 67,"<p>I regularly use a video chatting site. Through Firefox 66, my Logitech USB web cam worked fine at that site.
</p><p>However, following installation of Firefox 67, each time I attempt to use my cam at that site, I receive a message that says, ""Error: Camera Grants Off"".
</p><p>I already have checked the Privacy and Security Settings in Firefox 67 and confirmed that site has camera access enabled. Nevertheless, my cam won't work at that site anymore.
</p><p>Incidentally, my cam works fine at that site when I use either Edge or Opera browsers. But for other reasons, I still would prefer using Firefox at that site.
</p><p>Has anyone any ideas as to how I can correct this behavior?
</p>",firefox-670;privacy-and-security_1;desktop;windows-10;,firefox,privacy-and-security,en-US
1260853,1559515158,1559518010,How do I enable links provided in an e-mail,"<p>I try to click on a link in an e-mail to unsubscribe and nothing happens.  It used to work but no longer does.  I clicked on a link and it gave some options.  I apparently chose the wrong one because ever since this happens I click on a link to unsubscribe and nothing happens.  How do I get back to where the link works?
</p>",firefox-670;customize;desktop;windows-10;,firefox,customize,en-US
1260849,1559511807,1559513129,I use firefox for a MacBook. When I open a link in an email it brings me to the wrong place,"<p>I am working with a company that uses links in all their email communication. When I click on any link from that company, it does not take me to where the  sender intended. It keeps me in their system, but it  NEVER opens where it is supposed to.
I'm sure it's coded correctly on their end, but once it hits my inbox the coding changes.
</p>",firefox-660;other;desktop;mac-os;,firefox,other,en-US
1260848,1559511519,1559513210,How do I get You Tube to start once I click on a link?,"<p>I used to be able to click on a You Tube link and it would start playing.  Now it won't.  What's going on?  You Tube says it's Firefox.
</p>",firefox-670;websites;desktop;windows-81;,firefox,websites,en-US
1260847,1559511414,1559518359,"Hi, I wanted to create a firefox account with my gmail account email address but can't because it is being used by someone else. Help?","<p>I have had some security issues lately with my home wifi network which started about 2 years ago. Tonight, I wanted to create a Firefox account and  it stated that this account was in use already. Although, I never set up a Firefox account before; I was a bit dumbfounded. So, I requested the password reset and the message stated that the ""Primary account"" needs to do this. So, what can I do to unlink my email address from this other account which I did not set up.
</p>",firefox-670;privacy-and-security_1;desktop;windows-10;,firefox,privacy-and-security,en-US
1260839,1559507993,1559520456,autoopen when click to mouse3,"<p>Hello guys!
when I click the mouse wheel on a bookmark, it immediately moves to the active window, how to make it open not in the active window, but next to the tab? (example chrome)
</p>",firefox-670;tabs;desktop;windows-81;,firefox,tabs,en-US
1260837,1559506592,1559506592,when I click on menu there's no option for options.,"<p>Trying to create an account recovery key
</p>",sync;desktop;,firefox,sync,en-US
1260836,1559505203,1559534311,"VBulletin sites will not load. ""Temporary error, please retry.""","<p>I cannot get any VBulletin forum sites to load.
I have cleared everything for history/cache/cookies/data
I have started Firefox in safe mode and it would not work.
I have tried changing IPV6 in the settings.
I have manually disabled all themes and plug-ins.
I am using Mozilla 67.0
</p><p>I switched back to Firefox from Chrome (because they pretty much gave the finger to adblockers) yesterday and transferred saved passwords and bookmarks. The forums loaded last night on Firefox. 
</p><p>Any suggestions?
</p>",firefox-670;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1260835,1559505190,1559505190,Windows Narrator has stopped reading text I hover over,"<p>I am a recently blind Firefox user and rely on Windows 10's built-in narrator function for computer use. I use the feature that allows me to interact with the screen using the mouse, and for a short time when I had Narrator's Scan Mode active, it would read aloud anything I hovered over with the mouse, whether it was a link or plain text. Now, it has completely stopped doing this. I haven't changed any settings either with Narrator or Firefox and I have restarted both programs along with my PC multiple times. This feature works with other applications (at least those that are designed with accessibility taken into account) so it does seem to be an issue with Firefox or the relationship between the two.
</p><p>Please assist if possible. I can hop around a page with the tab key, but only to elements that can take focus, such as links and form fields. Text and elements on webpages that aren't set up for tab navigation are completely unavailable to me unlike they were about three days ago.
</p>",firefox-670;other;desktop;windows-10;,firefox,other,en-US
1260834,1559505010,1559534430,Firefox is default browser for Outlook Mail. Gmail no longer works.,"<p>Worked fine until last week.  suddenly, trying to force me to enter Gmail through Chrome.  Has anyone found the bypass for setting up gmail in MSOutlook?  Even entering the password, won't get past that stupid log in screen.  
Yes, cleared cache.  
Yes, put <a href=""https://mail.google.com"" rel=""nofollow"">https://mail.google.com</a> on the whitelist for firefox.  
</p><p>Can't find any help on gmail support, of course... trying to force Chrome.
</p>",firefox-660;other;desktop;windows-10;,firefox,other,en-US
1260832,1559503286,1559579958,have a new computer and now firefox does not wait long enough to logon to some websites needing a password,"<p>one site replies
</p>
<dl><dd>-(
</dd></dl>
<p>Something went wrong
Repeating redirects detected.
</p><p>Firefox works fine on another computer, and Edge works fine on this new computer.
</p>",firefox-670;websites;desktop;windows-10;,firefox,websites,en-US
1260828,1559501114,1559550895,I would like to access FF modes such as Pocket but I don't trust Google and don't want to place requests thru Google Play,"<p>Google has proven over the years to be undependable and intrusive.  Why would I confide my passwords or other personal info to it by selecting Firefox/Mozilla programs via GooglePlay?   They handed over several million searches to Bush's Dept of Justice and they continue tracking people after they've signed off their Google account. 
</p><p>This is a public policy/political issue, not merely a request for a technical fix.  I have a PC so Apple is not a mode that I can pursue.
</p>",firefox-670;desktop;windows-10;,firefox,other,en-US
1260826,1559500042,1559576440,"As of today, I can't open a PDF in Adobe.  It is saved to downloads, but it won't open anywhere.","<p>I've tried to open PDFs from a couple of different places/sites, but I can't from Firefox.  I logged into Chrome, and I could download them quite easily.  This just started today, June 2, 2019.  I haven't changed any settings, and everything is up to date.  My settings are to open in Adobe Acrobat.
Thanks!
</p>",firefox-670;other;desktop;windows-10;,firefox,other,en-US
1260824,1559499585,1559520719,I can't update Firefox with Microsoft Word installed,"<p>I've tried quite a few times to download the latest version of Firefox. It will download and install but as soon as I close the window and later open it it asks to install the latest version and none of my passwords are saved (which they always have been with previous updates). I suspect it has something to do with Microsoft Word which I recently installed.
</p>",other;firefox-630;desktop;windows-10;,firefox,other,en-US
