id,created,updated,title,content,tags,product,topic,locale
1260783,1559428352,1559436412,"Refresh, lost bookmarks, 'old Firefox data' present, cannot retrieve","<p><em>[Locked as a duplicate of <a href=""https://support.mozilla.org/en-US/questions/1260777"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1260777</a>. Please follow up there, thanks.]</em>
</p><p>A already asked this but am trying to find it again!
</p>",firefox-670;bookmarks;desktop;windows-10;,firefox,bookmarks,en-US
1260781,1559427437,1559543164,Hyperlinks from any program other than firefox will not open,"<p>I am having an issue where no hyperlinks will open in firefox.  Thunderbird will show the error below, but no other programs such as discord or open office will show any error or response when clicking on a hyperlink. I was looking through the default programs and settings and the advanced areas in those menus and found the pair of protocol below, which I changed and then changed back with no result.
</p><p>I have just downloaded chrome and tried to open the links into it, with the same results as firefox.
</p>",firefox-670;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1260778,1559425432,1559436479,"""Your organization has disabled the ability to change some options""","<p>Look, this is a huge problem because this message isn't just showing up on my Fire Fox browser, it's also on my TOR browser. I'm not seeking to fix TOR here, I'm just saying that it's on there too and TOR uses Fire Fox - this message appears nowhere else on my PC or browsers. 
My system was just purchased brand new in Feb. This message did not display when I dl either browser. I've NEVER downloaded ANY Avast or anything like it, I use Windows Defender and that's it. I'm not a techie - but I'm like really neurotic over hard drive space - I don't download ANYTHING unless I absolutely HAVE to with the exception of browsers. I only download those from their official websites though.  I do play some games, I've only downloaded games from Steam, Origin, and Utomik. I do have all of their clients on my PC. Other than that, there's been NOTHING I've dl.  I only included that info because I thought it might help.  Can someone PLEASE help with this. I tried to look at the registry, I'm not seeing anything that seems amiss but I need more specifics - I've read the other questions and answers on this - but I don't know HOW to change anything to see if it helps. I already am scared to death to touch the registry.
</p>",firefox-670;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1260777,1559423884,1559682576,"Refreshed, now cannot access bookmarks, but DO have 'old Firefox data' file, nothing I have tried has worked.","<p>POINT ONE:  IMO, there needs to be a warning saying ""if you are thinking of doing a 'refresh' (sounds innocent enough) and are not intimately familiar with Firefox, bear in mind that it may take you hours, days or weeks to get back working online.  So don't do it unless you have to.""
</p><p>Yes, I have the 'old Firefox data' file but several methods suggested for getting my bookmarks back have not worked.  I also did the procedure suggested to make an HTML file from the backup file, just in case I might need it, but I do not see the HTML file in 'documents'.  Is it somewhere else?  I could list some of the efforts I have made to get my bookmarks back but it would take several pages of typing.  Right now I have about 15 windows open from links on help pages for multiple ways to fix bookmarks problems, but after working on this for several hours I am hopelessly confused.   
</p><p>For one example: I went to Library / hit 'bookmarks' / hit 'show all bookmarks' / hit 'import and backup' / hit 'restore' / hit 'OK' / get message:  ""unable to process backup file"".  
</p><p>Should I throw the computer out, buy a new one and start over?  It would certainly be simpler.  But I absolutely DO need those bookmarks.
</p><p>Thanks for any guidance on this.
</p>",firefox-670;bookmarks;desktop;windows-10;,firefox,bookmarks,en-US
1260776,1559423071,1559430566,cannot download firefox as 7-zip says cannot find the file specified,"<p>I have always used Firefox. I now have Windows 10 and the other day I went to open Firefox and it wouldn't. I downloaded it but it came up with '7-Zip cannot find the file specified'.
Can you help?
Thanks.
</p>",download-and-install_1;desktop;,firefox,download-and-install,en-US
1260771,1559415882,1559675566,"After Firefox 67, auto-filling passwords suddenly make the textboxes where they are entered completely disappear and you cannot tell what is going on.","<p>All details in the title, check the screenshot for more info. Apparently this happens only to me and only after updating to version 67, because I've seen other PCs running Firefox 67 without encountering this issue.
P.S. For some reason the screenshot in the original post wouldn't show up, so I posted it as a reply. 
</p><p><em>NotAnIceWolf <a href=""#answer-1226924"" rel=""nofollow"">said</a></em>
</p>
<blockquote>
Screenshot here:
</blockquote>
<p>In the attached screenshot, the password HAS been auto-filled, and now the textboxes don't show up, but if I click on login, it works! It's a visual issue.
Any help would be appreciated. 
(A thought of mine: Could it be a graphics driver issue? I haven't changed 'em at all before or after the transition to version 67 though...)
Thanks in advance, everyone!
</p>",firefox-670;websites;desktop;windows-10;,firefox,websites,en-US
1260770,1559415853,1559604087,Firefox incredibly slow in site,"<p>When accessing:
</p><p><a href=""https://www.particulares.santandertotta.pt/pagina/indice/0,,276_1_2,00.html"" rel=""nofollow"">https://www.particulares.santandertotta.pt/pagina/indice/0,,276_1_2,00.html</a>
</p><p>Firefox gets extremely slow.
</p><p>I tried restarting with all plugins/addons disabled and the behavior is the same.
</p><p>I looked at Firefox's task manager and it indicates no problems at all with this tab.
</p><p>Chromium has no problem with this site.
</p><p>What could be wrong with Firefox?
</p>",firefox-670;desktop;fix-problems;linux;escalate;needsinfo;,firefox,fix-problems,en-US
1260768,1559414872,1559573609,Why does browser console open when I start Firefox?,"<p>Hi all,
Recently Firefox started to open the Browser Console window whenever I start Firefox. Why would it do this? FYI I'm running Firefox Beta on Windows 10 1803. I already tried the suggested fix elsewhere to reset the browser homepage to about:home (it was that already) and I am talking about the browser console not the developer tools.
Cheers :)
</p>",firefox-680;other;beta;desktop;windows-10;needsinfo;,firefox,other,en-US
1260767,1559414580,1559414580,Tuge 213,"<p>Zona nyaman
</p>",download-and-install_1;desktop;,firefox,download-and-install,en-US
1260766,1559413546,1559413991,How to Delete weatherforecasttracker1.com,"<p>Please help this 84 year old.  I truly want to be rid of this stubborn nuisance toolbar. Is there a simple - understandable way to delete ?
</p>",firefox-670;other;desktop;windows-7;,firefox,other,en-US
1260765,1559413120,1559414403,"Can't install My Points Score, Firefox preventing permission; says already installed","<p>I was having trouble with My Points Score. I removed it with the intention of reinstalling it. Firefox won't allow permission and then when I go back to the original page where I clocked on download, it tells me it's already there. I can't find it and can't seem to reinstall. Help!
</p>",firefox-670;other;desktop;windows-10;,firefox,other,en-US
1260764,1559413120,1559413120,"Can't install My Points Score, Firefox preventing permission; says already installed","<p><i>Locking this thread.</i><br><i>Please continue here: [<a href=""/questions/1260765"" rel=""nofollow"">/questions/1260765</a>]</i><br>
I was having trouble with My Points Score. I removed it with the intention of reinstalling it. Firefox won't allow permission and then when I go back to the original page where I clocked on download, it tells me it's already there. I can't find it and can't seem to reinstall. Help!
</p>","",firefox,other,en-US
1260763,1559412604,1559566369,"Menu de opções está em lista, como faço pra retornar aos ícones?","<p>Antigamente aquele menuzinho que a gente ia pras opções e afins, era em formato de ícone, igual a print 1:
</p><p>Agora está do jeito da print 2: 
</p><p><br>
como eu faço pra deixar ela do jeito da print 1?
</p>",firefox-670;customize;desktop;windows-10;menu;,firefox,customize,pt-BR
1260762,1559412175,1559412175,"after update Firefox did your programm ""Firefox Installer"" always when i start the programm ... i can't delete it ..how i can do sonething that this stopped ???","<p>if u can explain it in german language ... i get always the Order to install the Firefox Installer !! ??  can't delet it so 
i need littele help what to do .. i think its a bug or ??
</p>",download-and-install_1;firefox-670;desktop;windows-10;,firefox,download-and-install,en-US
1260761,1559411079,1559411079,How to fix broken text-to-speech voice?,"<p>Hello, I've recently discovered Firefox (using v. 67 here) text-to-speech feature available from the Reader Mode. However the result is pretty disappointing: <a href=""https://www.dropbox.com/s/beyeu1hwgn1zn2z/Enregistrer_20190601192750.m4a?dl=0"" rel=""nofollow"">https://www.dropbox.com/s/beyeu1hwgn1zn2z/Enregistrer_20190601192750.m4a?dl=0</a>. I suppose it's using the OS' text-to-speech engine, which apparently is not working properly. Is there an option to switch to a different engine? If not, any clue how to improve the situation? Gratefully yours.
</p>",firefox-670;desktop;fix-problems;linux;,firefox,fix-problems,en-US
