id,created,updated,title,content,tags,product,topic,locale,answers,creator
1266932,2019-08-17 15:02:42 -0800,2019-09-01T08:04:42Z,não toca o meu player html5 com SSL,"<p>Olá pessoal do firefox, tudo bem 
eu tenho um player do meu site que fica nesse endereço <a href=""https://player.livemus.com.br/player-live/7042/000000"" rel=""nofollow"">https://player.livemus.com.br/player-live/7042/000000</a>
o mesmo funciona certinho em outros navegadores apenas no firefox que não toca nada, quando aperto o player, isso ocorreu após eu colocar o SSL , gostaria de saber porque nos outros tocam e no firefox não ?
poderia me ajudar em algo que ficou faltando no código que precisa pra colocar junto para poder o firefox conseguir ler e tocar o player HTML5. 
</p><p>aguardo o contato por favor estou precisando urgente porque não pode ficar sem pessoal ouvir no firefox.
</p>",firefox-680;desktop;fix-problems;windows-10;,firefox,fix-problems,pt-BR,1248299;,hostriopreto
1266929,2019-08-17 13:22:18 -0800,2019-08-17T16:39:38Z,my option changes do not get saved,"<p>In  options /general /language and appearance  in COLORS
in background
text= black  background = white  but on screen text=black background = blue
</p><p>I tried various colors but nothing happens.
What is shown in option is what I want but it shows something different as described above.
Can you help?
George
</p>",firefox-540;customize;desktop;windows-10;,firefox,customize,en-US,1244968;1244992;,Sirk
1266928,2019-08-17 13:12:56 -0800,2019-08-17T16:48:54Z,"I have an unusual problem, on Firefox I can not get two of my forms to permit me to submit, they are Religious Truths - https://www.tapatalk.com/groups/religiou","<p>I have an unusual problem, on Firefox I can not get to two of my forms to permit me to submit, but on Chrome I have no problem and my passwords work perfectly.   The two forms are  Religious Truths - <a href=""https://www.tapatalk.com/groups/religioustruths1/"" rel=""nofollow"">https://www.tapatalk.com/groups/religioustruths1/</a>  and  <a href=""https://www.tapatalk.com/groups/sinandcompositescriptures/"" rel=""nofollow"">https://www.tapatalk.com/groups/sinandcompositescriptures/</a> .  Please help, I am thanking you in advance.
</p>",firefox-680;other;desktop;windows-10;,firefox,other,en-US,1244969;1244994;,iris89
1266924,2019-08-17 12:06:49 -0800,2019-08-17T13:21:26Z,What's up with the Bible mockery in about:mozilla?,"<p>about:mozilla brings up a series of Bible mockery ""verses"". Wiki tells me it is an old old thing with Mozilla. And it was used as Easter egg thing in the early days of Mozilla, which really doesn't matter to me, it is an offense to Christians. Imagine these days if I go on mocking homosexuals or black people?!
</p><p>Why keep this? Christians should take offense at this. Very distasteful!! So distasteful I am considering dropping mozilla's ""beast browser"".
</p>",firefox-680;other;desktop;,firefox,other,en-US,1244957;1244960;1244964;1244966;,geracaointel
1266923,2019-08-17 12:02:01 -0800,2019-08-26T11:30:22Z,I can't connect whatsap,"<p>I can't connect my whatsapp on ""New Window"" but I can open it on ""New Private Window""
</p>",firefox-6801;firefox-680;websites;desktop;windows-7;,firefox,websites,en-US,1245079;1246890;,brhnkckgl
1266919,2019-08-17 10:41:41 -0800,2019-08-17T11:55:02Z,Firefox crashes on startup in MacOS Catalina beta 5,"<p>Crash id : bp-6cb73ec6-b0c0-4788-a4d6-ef0ed0190817
copied from ""Crash Reports"" folder. 
I get only the Report crash dialog everytime i click the firefox icon. 
</p><p>Crash happening for more than a week now ever since updated to Catalina beta 5. 
was using v68.0.1 , tried with previous version v67.0 and also beta version 69.0b, but the crash continues in all versions.
</p>",desktop;fix-problems;,firefox,fix-problems,en-US,1244954;,prabhakaran_dravid
1266918,2019-08-17 09:54:32 -0800,2019-08-18T05:37:29Z,load lib failed,"<p>Hello,
</p><p>I've downloaded the IVONA voices and I can learn perfect with these voices for my school. I'm using these voices for  educational purposes because I'm working with Balabolka sometimes and when I'm using Firefox there comes load lib error. Firefox recognizes the voices but it can't play them. Does someone know why? I want to listen to these websites with the IVONA voices these voices are god-fearing and perfect. The other voices are annoying. I don't want to listen to these voices. Does someone has a solution for it?
</p>",firefox-680;websites;desktop;windows-10;,firefox,websites,en-US,1245029;1245061;1245063;1245064;1245067;1245068;1245069;1245070;1245073;1245074;,ersinpower
1266916,2019-08-17 09:25:02 -0800,2019-08-18T07:19:43Z,Multi-Account containers combining windows,"<p>I like to have more than one window open, for different things, depending what i'm doing. however, since I started using Multi-Account Containers, it's been trying auto-combine windows when I first open something. So, maybe I'm doing some research on new gear, and open a window exclusively for Amazon, so I can buy/wish list what I'm finding. I can open a new window, but as soon as I go to <a href=""http://Amazon.com"" rel=""nofollow"">Amazon.com</a>, Firefox tries to combine that tab into the existing window. This is happening independent of which containers are being used.
</p><p>How can I make the auto-combine stop?
</p>",tabs;firefox-680;desktop;windows-10;,firefox,tabs,en-US,1244940;,kbilly1776
1266915,2019-08-17 09:17:32 -0800,2019-10-26T13:31:35Z,send tab to device doesn't work,"<p>I can send from iPhone to desktop no problem. But Desktop to iPhone never works. both are connected and synced. tried disconnecting and re-syncing, but still no. If i keep the page open on desktop i can find it in the Library on iPhone. but that's kinda long-winded when it should be much easier.
</p>",firefox-680;sync;desktop;windows-10;needsinfo;,firefox,sync,en-US,1245024;1245072;1245327;1261399;,kbilly1776
1266914,2019-08-17 08:47:20 -0800,2019-08-17T23:02:51Z,Please help with my extensions,"<p>I had FVD Speed Dial as one of my extensions and I had very important websites saved on it that i have lost due to something Mozilla did.  I had to save them to Speed Dial cause I was unable to save them to my bookmarks. How can I get my Speed Dial back?
</p><p><em>[Personal information removed by moderator. Please read <a href=""/en-US/kb/forum-rules-and-guidelines"" rel=""nofollow"">Forum rules and guidelines</a>, thanks.]</em>
</p>",firefox-680;other;desktop;windows-10;,firefox,other,en-US,1245026;,granny-rosey
1266910,2019-08-17 07:05:33 -0800,2019-08-19T08:43:44Z,Firefox crashes before displaying anything even in safe mode.,"<p>I made a fresh install of Firefox 68.0.2 on my ASUS K55VD Notebook, but it crashes without error messages even in safe mode from the first run.
I have an identical machine with identical version of Win 10 in which the same version of Firefox runs perfectly. I cannot figure what is the difference between the two notebooks. Graphic cards and driver versions are also the same, as far as I can check.
Here follows content of the ""report.wer"" file I found in ""C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_firefox.exe_bb3e6960f0b5268223c1435cf363fbc6e3728b_f5caf6bd_7b14895d-b5c5-4b7b-b130-2893955908a4"", which is the only readable crash report I could find in my hard drive containing the string ""firefox"".
</p><p>Hope someone can help me...
</p><p>Arnaud
</p>
<hr>
<p>Version=1
EventType=APPCRASH
EventTime=132105211174298191
ReportType=2
Consent=1
UploadTime=132105211175427474
ReportStatus=268435456
ReportIdentifier=7b14895d-b5c5-4b7b-b130-2893955908a4
IntegratorReportIdentifier=38c11983-5afa-4550-ba0d-99a6ac9d4ac1
Wow64Host=34404
NsAppName=firefox.exe
OriginalFilename=firefox.exe
AppSessionGuid=000002d0-0001-0007-2a88-ce58fd54d501
TargetAppId=W:0006f7a39a0a2601f42e890082ff2ee89f7700000000!0000457e7ef5e92ec16de9ee1303b2894e11758b1c2e!firefox.exe
TargetAppVer=2019//08//13:16:31:09!9be5d!firefox.exe
BootId=4294967295
ServiceSplit=3110587600
TargetAsId=351
IsFatal=1
EtwNonCollectReason=1
Response.BucketId=16d5dd4ed97bd99b041b6241ec6c7b35
Response.BucketTable=4
Response.LegacyBucketId=1448859740408675125
Response.type=4
Sig[0].Name=Nome applicazione
Sig[0].Value=firefox.exe
Sig[1].Name=Versione applicazione
Sig[1].Value=68.0.2.7164
Sig[2].Name=Timestamp applicazione
Sig[2].Value=5d52e5cd
Sig[3].Name=Nome modulo con errori
Sig[3].Value=StackHash_5d84
Sig[4].Name=Versione modulo con errori
Sig[4].Value=0.0.0.0
Sig[5].Name=Timestamp modulo con errori
Sig[5].Value=00000000
Sig[6].Name=Codice eccezione
Sig[6].Value=c0000005
Sig[7].Name=Offset eccezione
Sig[7].Value=PCH_C1_FROM_unknown+0x0000000000000000
DynamicSig[1].Name=Versione SO
DynamicSig[1].Value=10.0.18362.2.0.0.768.101
DynamicSig[2].Name=ID impostazioni locali
DynamicSig[2].Value=1040
DynamicSig[22].Name=Informazioni aggiuntive 1
DynamicSig[22].Value=5d84
DynamicSig[23].Name=Ulteriori informazioni 2
DynamicSig[23].Value=5d8450413f8189b6074fa7e60cb0de8a
DynamicSig[24].Name=Ulteriori informazioni 3
DynamicSig[24].Value=6db1
DynamicSig[25].Name=Ulteriori informazioni 4
DynamicSig[25].Value=6db1f0219d24a6d5c4cb93f198273caa
UI[2]=C:\Program Files\Mozilla Firefox\firefox.exe
LoadedModule[0]=C:\Program Files\Mozilla Firefox\firefox.exe
LoadedModule[1]=C:\WINDOWS\SYSTEM32\ntdll.dll
LoadedModule[2]=C:\WINDOWS\System32\KERNEL32.DLL
LoadedModule[3]=C:\WINDOWS\System32\KERNELBASE.dll
LoadedModule[4]=C:\WINDOWS\System32\ADVAPI32.dll
LoadedModule[5]=C:\WINDOWS\System32\msvcrt.dll
LoadedModule[6]=C:\WINDOWS\System32\sechost.dll
LoadedModule[7]=C:\WINDOWS\System32\RPCRT4.dll
LoadedModule[8]=C:\WINDOWS\System32\ucrtbase.dll
LoadedModule[9]=C:\Program Files\Mozilla Firefox\mozglue.dll
LoadedModule[10]=C:\WINDOWS\SYSTEM32\MSVCP140.dll
LoadedModule[11]=C:\WINDOWS\SYSTEM32\VCRUNTIME140.dll
LoadedModule[12]=C:\WINDOWS\SYSTEM32\dbghelp.dll
LoadedModule[13]=C:\WINDOWS\SYSTEM32\VERSION.dll
LoadedModule[14]=C:\WINDOWS\SYSTEM32\CRYPTBASE.DLL
LoadedModule[15]=C:\WINDOWS\System32\bcryptPrimitives.dll
LoadedModule[16]=C:\WINDOWS\System32\user32.dll
LoadedModule[17]=C:\WINDOWS\System32\win32u.dll
LoadedModule[18]=C:\WINDOWS\System32\GDI32.dll
LoadedModule[19]=C:\WINDOWS\System32\gdi32full.dll
LoadedModule[20]=C:\WINDOWS\System32\msvcp_win.dll
LoadedModule[21]=C:\WINDOWS\System32\IMM32.DLL
LoadedModule[22]=C:\Windows\system32\guard64.dll
LoadedModule[23]=C:\WINDOWS\SYSTEM32\fltlib.dll
State[0].Key=Transport.DoneStage1
State[0].Value=1
OsInfo[0].Key=vermaj
OsInfo[0].Value=10
OsInfo[1].Key=vermin
OsInfo[1].Value=0
OsInfo[2].Key=verbld
OsInfo[2].Value=18362
OsInfo[3].Key=ubr
OsInfo[3].Value=295
OsInfo[4].Key=versp
OsInfo[4].Value=0
OsInfo[5].Key=arch
OsInfo[5].Value=9
OsInfo[6].Key=lcid
OsInfo[6].Value=1040
OsInfo[7].Key=geoid
OsInfo[7].Value=118
OsInfo[8].Key=sku
OsInfo[8].Value=101
OsInfo[9].Key=domain
OsInfo[9].Value=0
OsInfo[10].Key=prodsuite
OsInfo[10].Value=768
OsInfo[11].Key=ntprodtype
OsInfo[11].Value=1
OsInfo[12].Key=platid
OsInfo[12].Value=10
OsInfo[13].Key=sr
OsInfo[13].Value=0
OsInfo[14].Key=tmsi
OsInfo[14].Value=4181
OsInfo[15].Key=osinsty
OsInfo[15].Value=3
OsInfo[16].Key=iever
OsInfo[16].Value=11.295.18362.0-11.0.140
OsInfo[17].Key=portos
OsInfo[17].Value=0
OsInfo[18].Key=ram
OsInfo[18].Value=3981
OsInfo[19].Key=svolsz
OsInfo[19].Value=140
OsInfo[20].Key=wimbt
OsInfo[20].Value=0
OsInfo[21].Key=blddt
OsInfo[21].Value=190318
OsInfo[22].Key=bldtm
OsInfo[22].Value=1202
OsInfo[23].Key=bldbrch
OsInfo[23].Value=19h1_release
OsInfo[24].Key=bldchk
OsInfo[24].Value=0
OsInfo[25].Key=wpvermaj
OsInfo[25].Value=0
OsInfo[26].Key=wpvermin
OsInfo[26].Value=0
OsInfo[27].Key=wpbuildmaj
OsInfo[27].Value=0
OsInfo[28].Key=wpbuildmin
OsInfo[28].Value=0
OsInfo[29].Key=osver
OsInfo[29].Value=10.0.18362.295.amd64fre.19h1_release.190318-1202
OsInfo[30].Key=buildflightid
OsInfo[30].Value=54F644E9-73BD-4700-B3AF-3620273620BA.1
OsInfo[31].Key=edition
OsInfo[31].Value=Core
OsInfo[32].Key=ring
OsInfo[32].Value=Retail
OsInfo[33].Key=expid
OsInfo[33].Value=RS:3EC5
OsInfo[34].Key=containerid
OsInfo[35].Key=containertype
OsInfo[36].Key=edu
OsInfo[36].Value=0
FriendlyEventName=Ha smesso di funzionare
ConsentKey=APPCRASH
AppName=Firefox
AppPath=C:\Program Files\Mozilla Firefox\firefox.exe
NsPartner=windows
NsGroup=windows8
ApplicationIdentity=719B750FCF8487AA509DEE895374D6D9
MetadataHash=-1516165977
</p>",desktop;fix-problems;escalate;crashes;,firefox,fix-problems,en-US,1244947;1245060;1245081;1245334;1245339;1245355;,arnaud.oude
1266908,2019-08-17 06:36:09 -0800,2019-08-17T07:02:39Z,Right click,"<p>After clicking RMB on any site, the tab opens the regular menu, but it does not close if you click LMB outside this menu. The same thing happens when you open the firefox menu, until you select an item or press ESC, it will not close. What could be the problem?
</p><p>PS. image: I clicked RMB and click LMB outside this menu, but it does not disappear. It will disappear if you select a menu item or press ESC. The browser does not freeze, all the browser menus freeze.
</p>",customize;desktop;,firefox,customize,en-US,1244918;1244919;,dm-server
1266902,2019-08-17 04:02:28 -0800,2019-08-19T09:14:18Z,How is keep Personal Persona extension working and to ban Firefox Color,"<p>I do not want Firefox Color. I want Personal Persona. How do I keep Mozilla from disabling Personal Persona?
</p>",firefox-680;other;desktop;linux;,firefox,other,en-US,1245139;1245215;1245344;1245345;1245362;,artisticforge
1266901,2019-08-17 03:34:28 -0800,2019-08-17T05:13:31Z,Quovadis Limited obscures URL in address bar,"<p>Following one of the recent Firefox upgrades, the address search bar, the one where you type a URL, is 
</p>",firefox-680;customize;desktop;windows-10;,firefox,customize,en-US,1244898;1244902;1244903;,hutch10
1266899,2019-08-17 03:06:30 -0800,2019-08-17T10:05:46Z,Websites won't load and video clips won't play,"<p>With my advanced years I spend far too much time browsing Imgur and Reddit but I like doing so - they're relaxing, informative, sometimes provocative sites and they suit me well.
However of late there have been problems. Firefox (since it's the only browser I can use, thanks to Firefox seemingly blocking others) seems to be disabling most NSFW pictures and videos and now won't even play GIF links on those two sites.
(Weirdly enough however I can watch porn on other sites, so where's the problem?)
Sure, this might be a European setting but I can find no other information to help me unlock this setting so any information will be appreciated.
And yes, I've emptied all my cookies, etc. but to no avail.
</p>",firefox-680;websites;firefox-6802;desktop;windows-7;,firefox,websites,en-US,1244907;1244912;1244946;,leo9ine
1266897,2019-08-17 02:57:02 -0800,2019-08-17T10:00:25Z,Firefox won't let me install Chrome,"<p>For some specific reason I uninstalled Chrome - probably something to do with security, I guess but then I seemed to find the answer and it had nothing to do with Chrome.  I've therefore tried to re-install it but failed.
I can download it and save it but when I try to run and load it nothing happens.
Any answers will be appreciated.
</p>",download-and-install_1;firefox-680;firefox-6802;desktop;windows-7;,firefox,download-and-install,en-US,1244908;1244909;1244944;,leo9ine
