id,created,updated,title,content,tags,product,topic,locale
1264746,1563229948,1563238492,Is there any setting that closes the download link tab automatically?,"<p>When I click a link that directly downloads a zip file, I want that newly opened tab to close automatically after the download has started. I looked around in about:config for some time but couldn't find anything. Any help?
</p>",download-and-install_1;firefox-680;desktop;windows-10;,firefox,download-and-install,en-US
1264745,1563228511,1563315717,why is this browser no longer able to go to a site it used to?,"<p>YES I WANT TO SCREAM. This seems like it is nothing more than an effort to sabotage it is so stupid on the part of this browser.
I go to a site and click the link to comment. I had no problem getting to that point before, now i get a message that says ""this page sin't re directing properly.""
WHY? 
I read that maybe i need to clear the cookies.
GLAD TO.
but I cannot  find out where they are to clear them out. I look all around in security, i look all around in general.
i am so sick of this happening. I have to go to my outbox to fetch the email.
You KNOW THIS IS GETTING TIRESSOME
this browser isn't working for me anymore. I don't find it helpful, i don't find it is protecting anything it is just a nuisance.
SO I AM LOOKING FOR OTHER BROWSER.
IF YOU USE CHROME YOU MIGHT AS WELL HAVE A PERSONAL TRACKER, I'M SURE EVERYONE HAS READ THE NYT ARTICLE.A
SO I LOOKED INTO mozilla pale moon and then looked into reviews and came across this""
Why You Shouldn’t Use Firefox Forks Like Waterfox, Pale Moon, or Basilisk.......... and it goes on and on about each. I didnd't read about all because I just want a fast, responsive browser that isn't going to make me crazy.
it said good things about firefox quantum -- I DO NOT KNOW if that is what i have now, i don't think so, but I do not want any headaches, i never want to be blocked from a site over friggin' cookies nd not be able to quickly clear them out. 
and then it says this:
""Even if you don’t completely trust some of Mozilla’s business decisions, your browser is just too important to be left to a small community of enthusiasts. We think it’s best to go with a big project with a large number of developers that receives a lot of attention to security. That’s why we recommend against using these smaller Firefox-based browsers, and why we also recommend against using alternative browsers based on Google Chrome. Here are our concerns with some of the more popular Firefox alternatives...""
I haven't read on, but look, I if until i can find what i can live with, I would be grateful for some help in finding out HOW NOT TO MAKE THIS BROWSER HARASS THE HELL OUT OF ME BY BLOCKING ME FROM GETTING AN EMAIL, WHEN I BLOODY WELL KNOW CNN IS A FINE SITE, AND PLEASE, I DON'T WANT TO HAVE TO HUNT ALL OVER HOW TO CLEAR COOKIES, WHERE ARE THEY? I 
HAVE ALLOWED ALL THESE SITES EVERYWHERE I CAN SEE TO IMPUT EVERY SITE SO THAT THE BROWSER KNOWS THAT IS IT OKAY.
</p><p>I WOULD BE SOOOOOOOOOOOO GRATEFUL JUST TO FIND A WELL SECURED BROWSER THAT ISN'T GOING TO MAKE ME WANT TO SCREAM BECASUE i CAN'T GET TO A SITE I WELL KNOW IS FINE, AND NOT A BOUTIQUE BROWSER, BECAUSE I THINK I CAN WELL SEE WHERE ""A SMALL GROUP OF ENTHUSIASTS"" CAN BECOME DISRUPTIVE TO PEOPLE TRYING TO FIND AN EMAIL.
DOES ANYONE AT ALL THINK YOU CAN PLEASE HAVE A SUGGESTION? 
EVEN IF IT IS NOT ASSOCIATED WITH MOZILLA?
or GOOGLE.
THANKS AND I APPRECIATE  IT IF YOU CAN GRASP HOW IRRITATING THIS IS AND JUST TRY TO HELP......
THANKS AGAIN SO MUCH!
</p>",privacy-and-security_1;desktop;,firefox,privacy-and-security,en-US
1264743,1563228157,1563232044,Google maps fail on page reload with Firefox 68 on Mac,"<p>Example: <a href=""https://developers.google.com/maps/documentation/javascript/examples/map-simple"" rel=""nofollow"">https://developers.google.com/maps/documentation/javascript/examples/map-simple</a>
Loads fine on first load. Now highlight the address bar (by clicking in it) and hit the return button: Map does not load.  Do it again: it loads. Do it again: doesn't load.
I've tried this on different machines - same problem.
</p>",firefox-680;desktop;fix-problems;mac-os;,firefox,fix-problems,en-US
1264741,1563227405,1563230140,Is there a way to display the Bookmark Manager in a new tab instead of a window?,"<p>Used to be you could visit/bookmark ""chrome://browser/content/bookmarks/bookmarksManager.xul"" for this, but obviously this no longer applies to modern firefox. Is there an alternative?
</p>",bookmarks;desktop;firefox-680;windows-7;,firefox,bookmarks,en-US
1264740,1563226714,1563279874,"Roboto Light font won't display even though I have it, and Roboto displays fine","<p>I want to replace all fonts on all websites with  Roboto Light. I downloaded the Roboto family and installed it on my PC. Now when I use this:
</p>
<ul><li>{font-family: ""Roboto"";} 
</li></ul>
<p>it works fine, but when I use this:
</p>
<ul><li>{font-family: ""Roboto Light"";}
</li></ul>
<p>it falls back on another font. Why?
</p>",firefox-560;other;desktop;windows-81;,firefox,other,en-US
1264738,1563225959,1563327798,I can not sign in to my gmail account.,"<p>I can type in my email, but the next window for the password does not show it stays on type in your email address. And clicking on ""next"" does nothing. But I can go to my account on my cellphone.
</p>",firefox-680;other;desktop;windows-10;,firefox,other,en-US
1264736,1563224834,1563225441,do you have a customer support phone number,"<p>can I talk to a person on my phone
</p>",other;desktop;,firefox,other,en-US
1264735,1563224370,1563233229,Why doesnt the back arrow use one click for previous page?,"<p>After a search on <a href=""http://findagrave.com"" rel=""nofollow"">findagrave.com</a> i have a list of names to look at, so i click on one and look at it and decide to go back to the list of names but I click the back arrow and no change until I click it again. So I notice when I right-click the back arrow it shows that two instances of the same page was loaded hence I must click twice on the back arrow to get back to the list page.
WHY? this doesn't happen in edge or chrome.
</p>",firefox-680;websites;desktop;windows-10;escalate;,firefox,websites,en-US
1264731,1563223169,1563223519,Why is Mozilla causing download of widevinecdm.dll--a google product? Google d/n = privacy.  Can this file be uninstalled w/o affecting performance?,"<p>Norton security popped up with ""widevinecdm.dll"" as ""safe.""  I asked no one or anything to install it.  Thus, I investigated what it is and how w/o permission it was installed.  It happened after a firefox update.  I've read several Mozilla posts on this but none answer the fundamental question why Mozilla is using a google id'd product since by definition this does not protect privacy.  In fact google's reason to be is to mine data.  And I find no one explaining what deficits to functioning occur if this is uninstalled.
</p>",firefox-680;customize;desktop;windows-10;,firefox,customize,en-US
1264730,1563221340,1563310554,"Zabezpečení stránky (spojení není zabezpečeno, server používá slabé šifrování)","<p>Zdravím, 
při přihlášení do svého účtu u ISP na stránce: <a href=""https://konto.netbox.cz/"" rel=""nofollow"">https://konto.netbox.cz/</a> jsem si všiml, že mi Firefox hlásí, že spojení není zabezpečeno, viz přiložené screenshoty. U ISP to prověřili s tím, že Firefox jim ukazuje zabezpečené spojení. Chrome mi ukazuje také zabezpečené spojení. Nevíte někdo, co s tím? Díky za případnou odpověď.
</p>",firefox-680;desktop;privacy-and-security_1;windows-7;,firefox,privacy-and-security,cs
