id,created,updated,title,content,tags,product,topic,locale
1264346,1562802957,1562807674,how to delete google costume,"<p>help me its driving me cray cray!
</p>",firefox-670;other;desktop;windows-10;,firefox,other,en-US
1264345,1562802548,1562813223,ff 68 how to force addons to update,"<p>how do you actually update the addons? the gear option to update addons has disappeared. ff 68 does not seem to update addons immediately. is there a way to force ff to update
</p>",firefox-680;customize;desktop;windows-7;,firefox,customize,en-US
1264341,1562799852,1562806977,tinkercad doesn't work with ver 68,"<p>Tinkercad is broken with ver 68; worked with 67, no webgl settings changed between Firefox versions. Tinkercad hangs when loading a ""project"". Everything works on IE 11 and Chrome 75
</p>",firefox-680;websites;desktop;windows-7;,firefox,websites,en-US
1264335,1562795382,1562808447,"network error on local webpage, ok on website","<p>I have a website (<a href=""http://oakmontwx.eu5.net"" rel=""nofollow"">oakmontwx.eu5.net</a>) and the front page shows up properly, but when I open the front page locally I get a network error.  I am not using localhost on my computer, but I have a javascript routine which reads a text file every 10 seconds.  The network error occurs when the page tries to read the file, and only half the webpage appears.  On the website there is no problem.
</p><p>This only started occurring today after Firefox did an auto update.  I have refreshed FF and also reinstalled it but the problem persists.  The page shows up properly in MS Edge and Safari.
</p>",firefox-680;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1264334,1562793097,1562809351,Can I choose when to switch to new tab?,"<p>One of the reasons I prefer Firefox to Chrome is that when I right-click on a link, I can open the link in a new tab.
</p><p>I usually read news in Chrome because, on some sites, I open 20 new tabs without moving from the main news page. I can then move to the tabs, read one, close it, move to the next, etc.
</p><p>I would like to move my news reading to Firefox, but I would like to be able to choose whether (or not) to open a new tab at the time the tab is being opened.
</p><p>Is this possible?
</p>",tabs;firefox-680;desktop;windows-7;,firefox,tabs,en-US
1264330,1562791861,1562797442,Which security settings cause my add-on extensions to disappear?,"<p>I have installed these add-ons.  Ad blocker, password manager, and privacy browser.
</p><p>After changing the settings in Firefox, my ad blocker and password manager disappeared from the menu bar.
I see the add-ons in the extension list.  Uninstalling, re-instaling the extensions do not bring the extension icons back.
I tried to do a ""re-install"" using the Firefox ""re-install"" button, but my extensions did not show up again.
</p><p>I had to completely uninstall Firefox (which does not remove Firefox settings from the computer ---- WHY?!)  delete the registry entry, re-install Firefox and re-instsall the add-on extension to get them to show up again.
</p><p>But when I go back into settings, make changes, the add-on extensions disappear again.
</p><p>Which settings cause this?
</p>",firefox-680;desktop;privacy-and-security_1;windows-10;,firefox,privacy-and-security,en-US
1264329,1562790546,1562791404,Just updated to Adobe Reader 11.0.23. When I restarted I lost all my bookmarks.  Tried your recovering articles - didn't work.,"<p>Using Firefox 67.0.4
</p>",firefox-670;bookmarks;firefox-6704;desktop;,firefox,bookmarks,en-US
1264327,1562788032,1563046419,Firefox consistently hangs after installing the Windows 10 1903 update,"<p>Firefox version: 68.0 x64
</p>",desktop;fix-problems;,firefox,fix-problems,en-US
1264326,1562787990,1562968944,What is everyone doing about the bing virus that seems to infect the bookmarks. It is creating without my prompting hundreds of bing bookmarks.,"<p>Bing keeps creating hundreds of bookmarks, as does Microsoft suggested sites in my bookmarks folder.
</p>",firefox-670;bookmarks;desktop;windows-10;,firefox,bookmarks,en-US
1264324,1562785800,1562809921,"I can open outlook on chrome and explorer but Firefox suddenly, after 2 years, has no program to open outlook.Outlook","<p>I can use firefox to browse any other sites, but when I ask to go to Outlook, after 2 years of doing this daily, it says it has no program to open it. It feels like it is stuck in some cycle. The only thing I can think of doing was downloading photos the day before and mailing them out directly. Outlook is working fine on chrome so it is a firefox/outlook problem. Any suggestions?
</p>",firefox-690;websites;beta;desktop;windows-10;,firefox,websites,en-US
