id,created,updated,title,content,tags,product,topic,locale
1264253,1562710478,1562711286,AUTOFILL AUTOMATICALLY RESETS - FF USERS CAN NOT BLOCK AUTOFILL,"<p>I found a MAJOR FLAW in FireFox so they Steal all your info you type!
</p><p>I do not want my ""AUTOFILL"" being used, yet FIREFOX BUILT IN TO BE AUTOMATICALLY ON!
</p><p>I also use CC Cleaner and it exposed a MAJOR SECRET BUG IN FIREFOX and you can NOT TURN OFF AUTOFILL!
</p><p>The ""Fake"" autofill is reset to always be ON, and if you try to actually Block it, your FF will reboot back to AUTOFILL ON!
</p><p>You can got to Security and  select ""Autofill"" to be off, but its a FACT, IT STAYS ON!  A 2nd security program states the BROWSER PLUG IN is not Off but On!  When I manually turn it off with a 2nd program, it automatically closes FF and reboots back on with AUTOFILL ON!?
</p><p>So Once I turn on FireFox and my autofill in security says OFF, it actually stays on.  Looking at programs browser plugin in CCleaner, it reverts and says FF Autofill is ON!  When you try to clear it and change it to OFF, you FIREFOX Automatically CLOSES!  Then when you restart FF and look again, CCLeaner says its ON.
</p><p>I was wondering why I'd get the same stuff on pages, and I set my Security Autofill OFF.  So you ""assume"" its off, but if you look close, you'll see stuff you typed yesterday, is still valid.  Yet I reset all cookies and run CCLeaner and several other security programs.
</p><p>So why can't you actually TURN OFF FF ""AUTOFILL""?  Their is a SECRET that forces FF to keep autofill ON, even when you select it to be OFF!   
</p><p>Does anyone else find this scam on, where your computer catches FF Autofill being on, when you select it to be off?
</p><p>So all your typing in FF, you may select Autofill ""Off"", but your computer actually reads that Autofill IN FF as still being ""ON"".
</p><p>So is FF only ""Pretending"" to its users to think your ""autofill"" data is OFF, but ITS ACTUALLY BEING SENT?  If not, why is other security programs picking up on the Autofill typing being sent as ""ON"", inside the actual FF program?   Why would a computer security program reading FF, read the blocked autofill data as being ON, while your FF security controls say its OFF inside the FF Browser?  
</p><p>This opens up your computer to having all your typed data secretly stolen, and if you use your CC or bank info or passwords, they are really be SENT!  What a FF scam....  So was this purposely made or what?
</p><p>I never remember having any ""Autofill"" Plugin, until the last few months.  So is this a new addon, that they use to backdoor into FF and steal all your personal data?
</p>",firefox-680;desktop;privacy-and-security_1;windows-7;,firefox,privacy-and-security,en-US
1264252,1562707685,1562712629,"Regression ISSUE : about:preferences no longer shows option to ""Show Update History"" in Firefox Updates section","<p>Has this functionality moved?  Or has it been removed?
</p><p>For me, this is a regression issue.  It is often helpful when troubleshooting an issue to know when Firefox updates were applied, especially when using Firefox is set to automatically update
</p><p>I am running FF 66.0.4 (64bit) Mozilla Firefox for Ubuntu canonical - 1.0
</p>",firefox-660;other;desktop;linux;,firefox,other,en-US
1264249,1562706176,1562708817,Can I get already synced bookmarks off of a dead device? And other syncing issues...,"<p>This involves Firefox on Mac, Windows, Android, and iOS.
I have been using Firefox on my MacBook since 2012, and been syncing to my Android phones since 2015-ish (a Huawei, then Samsung, then another Samsung, replacing them as they broke). I never had any problems. I can't remember if I was able to access already synced bookmarks from broken phones, but since I move my mobile bookmarks into desktop bookmark folders pretty often, I was never bothered enough to check. Last October, my MacBook's logic board broke. Not long after, my phone broke. I got a secondhand iPhone, and signed into sync, but nothing synced up. I assume because my devices are already dead and no longer syncing? Is there anyway for me to access my laptop bookmarks? I still have the hard drive from the MacBook.
</p><p>I finally have access to a computer again, this time a Windows desktop, and logged in to my Firefox sync to see if I could find any of my disappeared bookmarks. Nope, but something weird happened. I have about 200 bookmarks on my iPhone, and the first 139 migrated to the desktop. They show up under the 'Mobile Bookmarks' folder on the desktop, but I can no longer see them on my iPhone. The most recent 20 or so bookmarks are still available on my iPhone, but don't appear on the desktop. What just happened?
</p><p>While going through all the help pages, I discovered that I do have a second Firefox profile, though I opened it up and there isn't anything on it. Not sure if that matters.
</p><p>Thank you!
</p>",firefox-680;sync;desktop;windows-10;,firefox,sync,en-US
1264247,1562705141,1562706398,Firefox unstable since 62.0.3,"<p>Hi,
</p><p>I'm a longtime Firefox user and 62.0.3 works flawlessly on my Windows 10 PC. However, every version since then - and I've tried them all, right up to 68.0 - has been unstable. The browser hangs and/or crashes and every time reverting to 62.0.3 instantly fixes the problem. This is now quite an old version, though, and I'm concerned that by using it I'm exposing myself to security issues. Any ideas?
</p>",firefox-620;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1264246,1562705140,1562712533,"Where are my bookmarks from the old one? I set up an account and everything, but when I went back and updated they don't show up when I sign in","<p>I just absolutely HATE this latest version. Even though I hate, hate, hate signing in to use any browser, I made an account with the old version that had all of my doggone book marks. Finally it updated without my even saying yes, and even when I sign in they are gone. I do NOT want to have to work so hard to have my bookmarks on a PC. NOT cool, especially when I'm going to be replacing this dinosaur this year and wanted to have my bookmarks available with the new one. TOO MUCH WORK to sync when I prefer incognito. BOO!
</p>",firefox-670;bookmarks;desktop;windows-7;,firefox,bookmarks,en-US
1264245,1562705002,1562712922,Firefox 'hangs' unable to load a webpage for apx 5 mins on every startup,"<p>Hello,
</p><p>Firefox as an application will load, and I am unable to access any websites for up to 5 minutes. I don't get a splash screen. Then, if I have multiple tabs open, they will all suddenly load up after a period of time. Happens on any internet connection, not just at home.
</p><p>Internet is connected as applications like Steam, Discord etc will connect and continue to function.
</p><p>Screenshot shows what I see when it 'hangs'
</p>",firefox-670;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1264242,1562702612,1562702612,Atualização Firefox,"<p>Boa tarde, 
gostaria de saber se tem como criar uma GPO para atualizar o Firefox que esta instalado em todas as estações do ambiente corporativo?
</p>",other;desktop;,firefox,other,pt-BR
1264239,1562697796,1562697796,Tabs don’t open.,"<p>3 tabs are showing at top of screen. 
One is open. Other two will not open. 
Why?
</p>",desktop;fix-problems;,firefox,fix-problems,en-US
1264237,1562696829,1562709117,"Updated Win10; pages now missing text, links are invisible","<p>Since the first Win10 update about a week ago (there have been two in quick succession), pages are sometimes missing individual portions of text or in the case of the Mozilla Help home page and others, almost all of the text. 
</p><p>Links appear to be there but are not visible (the cursor turns to an active cursor when passed over some parts of a page). 
</p><p>Win10 is now at 1903 for Win 64
Firefox is now at 68.0 for 64-bit
</p><p>I had to use my phone to post this because I cannot post in the Community Support portion of Help.
</p>",mobile;fix-problems;,firefox,basic-browsing-firefox,en-US
1264236,1562696682,1562705268,Hiding addons,"<p>I have multiple add-ons. I am using their functionality but I would like to hide them so it only shows 2 of them, without losing the effect of the others. How do I do that?
</p>",firefox-680;customize;desktop;windows-10;,firefox,customize,en-US
