id,created,updated,title,content,tags,product,topic,locale
1264437,1562888067,1563172917,corrupt bookmarks menu,"<p>For my copy of Firefox, the bookmarks menu repeats itself as sub-folders ad infinitum: ""Show All Bookmarks&gt;All Bookmarks/Bookmarks Menu... /All Bookmarks/Bookmarks Menu... /All Bookmarks/Bookmarks Menu....""  Each sub-level contains all the bookmarks of its parent level.  Deletion of a ""Bookmarks Menu"" sub-folder results in deletion of corresponding parent folders and their contents.
</p>",bookmarks;desktop;firefox-680;,firefox,bookmarks,en-US
1264436,1562887481,1563039751,"SaveFrom.Net does not open in ""New Private Window"" when allow is checked and update automatically is selected, Why?","<p>I have followed this <a href=""https://support.mozilla.org/en-US/kb/extensions-private-browsing?as=u&amp;utm_source"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/extensions-private-browsing?as=u&amp;utm_source</a>
</p>",firefox-680;desktop;privacy-and-security_1;windows-10;,firefox,privacy-and-security,en-US
1264435,1562887125,1562889734,certain web sites will not play video,"<p>Recently migrated to Firefox from MS Edge. Now I can't watch videos on <a href=""http://NHL.com"" rel=""nofollow"">NHL.com</a> and <a href=""http://NFL.com"" rel=""nofollow"">NFL.com</a>. These  just have black boxes where video should be. Bleacher report doesn't fill in all news feed article links, pictures etc. Other pages work fine with embedded video. You tube works. Did set up privacy extensions so not sure if there is a conflict with one of them. Any guidance is greatly appreciated.
</p>",firefox-680;websites;desktop;windows-10;,firefox,websites,en-US
1264433,1562884406,1563142682,Why are certain web pages I visit starting at the middle of page rather than at the top like normally?,"<p>I've been having an issue with Firefox for some time now, like when I load up a video on Youtube or look up pictures on Deviant Art, rather than the page being placed at the top point of the web page, instead it's been moved down the page, even though it's only slightly for Youtube but it's worse on Deviant Art. Like for some reason when I'm browsing, the pictures on the top of results load up at the top correctly but when I go down the results page and click on any picture, the page starts half way down passed the picture and near the comments. I don't think web pages are supposed to start from the middle of the webpage when you load it up.
</p>",firefox-680;websites;desktop;windows-10;,firefox,websites,en-US
1264432,1562884091,1563024834,¿Por que no reproduce ningun video de youtube con la ultima actualizacion de firefox 68.0?,"<p>Buen dia, estaba viendo videos de youtube pero justo acaba de actualizarse firefox a la ultima version 68.0 y ahora no reproduce ningun video de youtube, solo se queda cargando el video y no reproduce ningun video.
</p>",firefox-680;desktop;fix-problems;windows-10;needsinfo;,firefox,fix-problems,es
1264431,1562880897,1562893687,Browser slowing or stopped,"<p>I keep getting a message in the top of my screen and it says a program is slowing down my computer.  It asks if I want to stop the program, site or whatever, or wait.  I click on Stop but it never really helps.  How do I find out which site or program is slowing down my browser and eliminate it?  Thank you.
</p>",firefox-680;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1264430,1562880577,1562983287,Why I'm leaving Firefox after so many years,"<p>Plain and simple it's impossible to get Firefox Quantum to increase font size or magnification size and *stay that way* either between restarts of Firefox or when another tab is openend.  Addons and plugins don't work, instructions for how to hack it are all over the place.  Me?  I'm moving all my bookmarks over to Chrome which in spite of all the controversy makes it a breeze to increase font and/or magnification size and keep it that way.
</p>",firefox-670;customize;desktop;linux;,firefox,customize,en-US
1264428,1562879278,1563209049,This is the second time that I have received a notice about a firefox servey. the last time I bought in and answered the survey and got scamed for 50.00 dollars,"<p>I really am a bit upset.  Just weeks ago I get this survey from Firefox or so I thought. I answered the questions and was told that I get this gift card I just needed to give my credit card info. Well I got charge 50.00 plus international charges because I then got sent to an adult sit which charged the 50.00 in some other country.  I tried to reach that time with zero luck this time I am much smarter.  I did take a screen shot.  I have used Firefox since it started and these security issues are leaving me very sad.  Just like my options being locked by Firefox but tell me it is my organization. Which I do not have one. I got zero response for that also.  I need to know if I have to find another server this is so not working.
</p>",firefox-680;other;desktop;windows-10;,firefox,other,en-US
1264427,1562879023,1562879023,Tradingview time axis not displaying properly?,"<p>All websites display as they should, the only exception is Tradingview, specifically the time axis when loading charts - everything else is unaffected. 
</p><p>I have a number of extensions: HTTPS everywhere, privacy badger, cookie autodelete, and facebook container. Browser privacy settings are set custom with everything checked off. 
</p><p>A few things changed in configuration: privacy.firstparty.isolate (enabled), network.cookie.cookieBehavior (integer, 4),  network.cookie.lifetimePolicy (integer, 2), webgl.disabled (enabled).
</p>",firefox-680;websites;desktop;mac-os;,firefox,websites,en-US
1264422,1562874660,1563286021,slow Firefox 68,"<p>After update windows 10 to ver.1903 and update Firefox to 68 is firefox slow.
I have tried all the proposed solutions but unsuccessfully.
Thank you very much for help.
</p>",desktop;fix-problems;,firefox,fix-problems,cs
1264421,1562874045,1563303409,Atalhos na área de trabalho.,"<p>Boa tarde a todos.
</p><p>Quando tento criar um atalho para um site em minha área de trabalho a opção é desativada e não consigo executar a ação.
</p><p>Ao clicar no ícone à esquerda da Barra de endereço (onde a URL é exibida). Tento arrastar segurando o botão do mouse, movendo o ponteiro para minha área de trabalho, a opção de soltar o atalho não é criado.
</p><p>Gostaria muito da solução do problema o quanto antes, pois utilizo muito essa ferramenta (truque) que existia no Firefox.
</p>",firefox-680;desktop;tips;windows-10;needsinfo;,firefox,tips,pt-BR
1264420,1562874005,1562887688,"Where to download Firefox from a FTP mirror? I'll use cmd/powershell, avoid Edge browser","<p>I'm forced to use Windows but want to avoid harmful browsers, so please I'll execute ftp within cmd or powershell but <a href=""ftp://ftp.mozilla.org"" rel=""nofollow"">ftp://ftp.mozilla.org</a> is not working anymore
</p>",download-and-install_1;firefox-670;desktop;windows-10;,firefox,download-and-install,en-US
1264419,1562871101,1562882901,How to Disable E10s using Environment Variable MOZ_FORCE_DISABLE_E10S - 1,"<p>I need to disable E10s. It causes Firefox 68,0 (32bit) to display a Blank Page when Firefox is closed and I launch a Web Page from my Email Client. I have to have Firefox open first now before clicking on a Website url from the Email Client. This was the same problem I had two or more years ago when E10s was first implemented. I disabled it back then in about:config but Mozilla have disabled that option in Firefox 68. It's stated you can disable E10s using Environment Variable MOZ_FORCE_DISABLE_E10S - 1 but I'm not sure where to use that. I put it in my Windows 10 Environment Variables (System Properties/Environment Variables) but it did not work. I am using Windows 10 32-bit (Both Pro and Home) and the problem exists on all computers since upgrading to Firefox 68.0. I need to disable E10s again.
</p>",firefox-680;other;desktop;,firefox,other,en-US
1264418,1562869335,1563041765,"How do I deal with an ""hlsjs error mediaerror fatal true bufferstallederror"" message?","<p>I'm using Windows 7 Professional. Message occurs on a specific website, pops up, along with a circle ""X"", within a minute of accessing their streaming video; video freezes, won't play. Javascript is enabled.
</p>",firefox-670;desktop;fix-problems;windows-7;,firefox,fix-problems,en-US
1264415,1562866969,1562910135,Youtube's security certificate seems to be messing-up,"<p>For the past few days now, YouTube has been messing-up. I've noticed that when I watch certain videos, the green padlock will change to a greyed-out padlock with the little yellow triangle in the url bar. In addition, I've noticed that the list of videos beside the one I'm watching seems to have slipped down the page.
I've tried clearing both cookies and cache for YouTube, but nothing seems to have worked. Is this a fault on YouTube's end? If so, then I apologise for posting this here to begin with.
If it's not YouTube's fault, then is there a way I can fix this at all, so that no videos show the greyed-out padlock?
</p><p>Thank you for any advice anyone can offer.
</p>",firefox-680;websites;desktop;windows-10;,firefox,websites,en-US
1264414,1562865751,1562875838,my email provider page loads but when i try to sign in all i get is a blank page,"<p>the page loads on internet explorer but not on firefox
</p>",firefox-680;desktop;fix-problems;windows-7;,firefox,fix-problems,en-US
1264413,1562865690,1563285421,why can't i no longer drag and drop urls to my desktop!,"<p>If I use Chrome I can drag and drop but NOT FIREFOX QUANTUM!
</p>",firefox-680;other;desktop;windows-7;bug1564808;,firefox,other,en-US
1264412,1562865435,1562887725,How do advertisers know my location?,"<p>I use Firefox on my iMac and I have all the privacy setting that I know of set up for private browsing but advertisers know my location. Can I prevent that?
</p>",firefox-680;desktop;privacy-and-security_1;mac-os;,firefox,privacy-and-security,en-US
1264410,1562864182,1563209390,"javascript files on local system (WIN10) not loading in 68.0, disable java in about:config HTML displays","<p>This just started, fine yesterday.  Looks like the browser is not handling JS correctly.
</p>",firefox-680;other;desktop;windows-10;,firefox,other,en-US
1264408,1562863271,1562954985,Youtube Wont load thubnails of results in Firefox 68 (MAC OSX High Sierra 10.13.6),"<p>For many versions of Firefox my Youtube video result thumbs won't load any images. However I can play videos when selected/linked to. I've tried everything.
</p><p>1) Hardware Acceleration disabling
2) Cookie Clearing
3) Re installing
4) New Profile
5) ""about:config"" spoofing
6) Plugin disabling
</p><p>Nothing Seems to work... Any assistance would be appreciated!
</p>",firefox-680;websites;desktop;,firefox,websites,en-US
1264407,1562863223,1563200526,"Top sites not displaying in new tab, Settings wheel not present","<p>I have (or had) several sites pinned so that they would always appear when I opened a new tab. I use them like bookmarks. Rather than add them to the bookmarks bar, I keep them there so I don't have to expand the tool bar menu and can see everything at once. Unfortunately, all the tiles on my new tab page are now missing, and there is also no cogwheel present where I can adjust the settings. I did not have Firefox sync before but recently turned it on. However, the tiles were still there initially after I signed in. They didn't disappear until the next day. Any ideas how I can fix this? Thank you!
</p>",tabs;firefox-600;desktop;windows-10;,firefox,tabs,en-US
1264406,1562862761,1562863659,"log in but didnt receive the email confirm, now lock my account. My email address be able to use now","<p>My email address now is useable. how to unlock my account and re send the email?
</p>",firefox-670;sync;desktop;windows-10;,firefox,sync,en-US
1264405,1562862406,1563043235,"macOS has built in text subsitituion for when typing on keyboard. Firefox doesnt respect it, any workarounds to make it work?","<p>Text substitution (System prefs in macOS) is a great way of quickly adding oft repeated phrases and unicode glyphs that aren't easily accessible on the keyboard. Eg GWP₁₀₀ or m² which seeing as I'm typing this in Firefox not Safari or Chrome I have to copy and paste from the system prefs. Not sure why Mozilla in their wisedom ignore macOS software conventions and frameworks in implementing text? Is there an extension that adds this standard macOS feature back into Firefox? Is there some way to Feature Request it from the programming community who write the FF source code or extensions.  See image for a few of the text substitutions I use regularly.
</p>",firefox-670;other;desktop;mac-os;,firefox,other,en-US
1264404,1562861668,1562868112,Strictly stopping pop-ups and controlling security threats,"<p>Some of our clients mostly visit porn websites.
</p><p>And generally porn websites have more pop-ups and security threats.
</p><p>On Firefox, are there any add-ons or any way so that
</p><p>pop-ups can be stopped strictly and
security issue can be controlled during visiting websites?
</p><p>Please advise.
</p><p>Regards
Einfo
</p>",firefox-670;privacy-and-security_1;desktop;windows-10;,firefox,privacy-and-security,en-US
1264403,1562861369,1562861369,Firefox (dev edition) on MacOS Catalina is not rendering text or icons properly; red or blue colors and fragmentation of type,"<p>Here’s an album of screenshots: <a href=""https://imgur.com/a/k6qHZtN"" rel=""nofollow"">https://imgur.com/a/k6qHZtN</a>
</p><p>This started happening yesterday. I’ve heard there are some issues on Macbook pro retina displays? I reinstalled FF dev version and it went away temporarily before coming back.
</p>",desktop;fix-problems;,firefox,fix-problems,en-US
1264402,1562860732,1562869458,When I select a hyperlink on a website that is supposed to open in a new window it will not open. Different browsers have no problem opening it.,"<p>This happens quite frequently. Perhaps mostly when that hyperlink takes me to a document, like a PDF. I use the latest windows version. 
</p><p>Side note: I wish it was easier to contact support. I have had other issues that I left unresolved because I couldn't find an answer online and found it too time consuming to go through with all the steps I need to get to, in order to actually ask a question.
</p>",firefox-670;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1264401,1562860663,1563030623,"When I visit reddit, texts ""dance"". I have a video : https://youtu.be/dwffYcQPiQI","<p>It happens since I have version 68.
</p>",firefox-680;other;desktop;windows-10;,firefox,other,es
