id,created,url,title,content,tags
1276631,2020-01-06 16:28:26 -0800,https://support.mozilla.org/questions/1276631,Just installed firefox 71. The about:preferences#privacy section appears missing,"Using a new KDE 5 / Linux platform.  Permissions check out okay.  Download came from distro repository, PCLinuxOS.
",firefox-710;other;desktop;linux;
1276635,2020-01-06 18:29:57 -0800,https://support.mozilla.org/questions/1276635,Phishing screen freezes Firefox,"Using Firefox, my cursor opened this link [I have removed the htt to make it dead] and my Firefox froze.  It displayed an obvious 
phishing screen telling me to call 'Microsoft'
ps://enhypostatize.xyz/en/?search=%FD6%24%FC%81%9BMC%D9%B2%01%EF%D1gN%EE%89~u%5E&list=200000#0
So, I r...",firefox-710;desktop;fix-problems;windows-10;evil-traps;
1276636,2020-01-06 18:42:53 -0800,https://support.mozilla.org/questions/1276636,why doesn't firefox support html5,"I have done everything suggested in the last two years to try and get videos working again.  I hjave NO extensions, the videos do not work in safe mode, I've downloaded and installed all of the recommended libraries.  And please stop referring me to youtube's video checker, as it...",firefox-680;websites;desktop;linux;
1276637,2020-01-06 19:22:24 -0800,https://support.mozilla.org/questions/1276637,libxul.so on-disk corruption observed on 2 different platforms,"I'm not sure I would have believed this if I hadn't seen it with my own eyes.
Symptom: One day, out of nowhere and not pursuant to any user-initiated Firefox installation, configuration or plugin change, a deterministic set of websites begins to crash tabs immediately on page loa...",firefox-710;desktop;fix-problems;linux;
1276638,2020-01-06 20:11:09 -0800,https://support.mozilla.org/questions/1276638,firefox stopped requesting proxy authentication,"Hello, Usually when i open my firefox browser after having entered my proxy in the settings, the proxy authentication comes up then i enter the authentication details to be able to access the sites through the proxy. I have not altered any settings, then all of a sudden the authe...",tips;desktop;
1276639,2020-01-06 20:25:03 -0800,https://support.mozilla.org/questions/1276639,how to recover deleted browsing history,"A cleanup script deleted my browsing history from Firefox Mozilla browser 71.0 (64-bit) on Windows-10-Home.
I'm trying to run the data recovery software https://www.minitool.com/data-recovery-software/ to see if it can recover deleted data.
I looked at this folder but it doesn't ...",firefox-710;other;desktop;windows-10;
1276641,2020-01-06 21:32:01 -0800,https://support.mozilla.org/questions/1276641,Can anyone confirm a change to firefox after 1/4/2020 that would affect java app,"my ups thermal printer uses a java applet as I understand it. It last worked Friday Jan 3 2020. Now it will not print. Chrome works.
This is a vista machine so both browsers are legacy. This is why I  need to know if some kind of change was sent  out on Jan 4-6?
",firefox-520;other;desktop;windows-vista;
1276643,2020-01-06 22:50:31 -0800,https://support.mozilla.org/questions/1276643,disable the no proxies in autoconfig,"Hi All
i want to disable the no proxy for firefox 
so i follow the instruction from https://www.youtube.com/watch?v=_O1b48jDg7o 
i have created a firefoxconfig.cfg with configuration below :
lockpref(""network.proxy.no_proxies"", ""localhost, 127.0.0.1"",""*.server.local"");
lockpref(""...",firefox-710;other;desktop;windows-10;
1276647,2020-01-06 23:50:21 -0800,https://support.mozilla.org/questions/1276647,Firefox crashing every time I pull a tab to a new screen.  Running 4 screens on ,"AdapterDeviceID: GeForce GT 730/PCIe/SSE2
AdapterDriverVendor: nvidia/unknown
AdapterDriverVersion: 384.130.0.0
AdapterVendorID: 0x10de
Add-ons: formautofill%40mozilla.org:1.0,screenshots%40mozilla.org:39.0.0,webcompat%40mozilla.org:6.4.0,default-theme%40mozilla.org:1.0,yahoo%40s...",firefox-710;desktop;fix-problems;linux;
1276649,2020-01-07 00:24:04 -0800,https://support.mozilla.org/questions/1276649,How to hide address bar in firefox 62.0.3 (32-bit),"How to hide address bar in firefox 62.0.3 (32-bit).
",firefox-620;other;desktop;windows-81;userchromecss;unsupported-modifications;
1276650,2020-01-07 00:31:04 -0800,https://support.mozilla.org/questions/1276650,Bookmarks keep syncing wrong,"I've been using Firefox on my desktop, laptop and Android Mobile for months without issue. Recently i swapped to a new phone and for some reason the bookmarks on my desktop and laptop are getting jumbled/deleted (see attached pics)
To try solve this I exported my bookmarks to a ....",bookmarks;firefox-710;desktop;windows-10;sync;syncdata;
1276651,2020-01-07 00:36:15 -0800,https://support.mozilla.org/questions/1276651,Firefox is having problems to open any Wikipedia.org page. How can I overcome th,"When I try to open any page on wikipedia.org, like https://pt.wikipedia.org/wiki/Elizabeth_Short, I am redirected to the page https://pt.wikipedia.org/sec-warning.
This is a problem only to Firefox. I have Chrome, Opera, Edge and they all open wikipedia correctly.
I tried to rese...",firefox-710;desktop;fix-problems;windows-10;website;
1276653,2020-01-07 01:59:43 -0800,https://support.mozilla.org/questions/1276653,Firefox blocks google font due strict privacy settings,"I am developing a WordPress website with Muli (Google font) as body font. It now appears that if Firefox privacy settings are set to strict, Muli will be blocked. Is there a way to prevent this? I mean by adding code.
",firefox-710;websites;desktop;mac-os;
1276654,2020-01-07 01:59:52 -0800,https://support.mozilla.org/questions/1276654,Restore synced / lost android tabs ?,"Hello,
I removed firefox from my old android phone installed it on my new one.
Strangely, I can see my old device in ""Devices & apps"" here
https://accounts.firefox.com/settings/clients
but I can't see any of my old phone's synced tabs. 
Are they lost? how to recover them ?
Thank ...",firefox-710;sync;desktop;android;syncdata;
1276656,2020-01-07 02:33:38 -0800,https://support.mozilla.org/questions/1276656,Menu key on keyboard vs Right mouse button,"Hi,
I found that RMB (right mouse button) context menu and Menu Key (located between alt and ctrl) are different (see attached images).
There are some websites that change the context menu that is visible under right mouse button. When I am writing a lot I use context menu button...",firefox-710;desktop;fix-problems;windows-10;
1276662,2020-01-07 04:06:10 -0800,https://support.mozilla.org/questions/1276662,"After selecting PDFs to view, PDF pane disappears. How do you recall it? (Using ","After selecting PDFs to view, PDF pane and tabs can disappears. How do you recall it?
Is there a button on FF?
Why does it not show in Windows task bar?

(Using W10, FF 71)
",firefox-710;other;desktop;windows-10;
1276666,2020-01-07 06:32:45 -0800,https://support.mozilla.org/questions/1276666,How can I delete a Firefox account that I'm locked out of?,"I want to use the email address from my old Firefox account for my new Firefox account
I don’t have a recovery code and the account I wish to delete doesn’t show on my authenticator app
",firefox-710;other;desktop;windows-10;
1276668,2020-01-07 06:42:12 -0800,https://support.mozilla.org/questions/1276668,Not able to Routing audio to devices in Firefox,I'm using multiple audio devices same time. Also using Voicemeteer and Audio Router. Firefox not allow routing audio to another devices. I know windows 10 doing own routing since 2018 but as I am using some program for work which still I need to be on windows 7. Firefox's routing...,firefox-710;customize;desktop;windows-7;
1276672,2020-01-07 07:30:14 -0800,https://support.mozilla.org/questions/1276672,"when I log in into my account to update my addons it shows me the sentence "" {""d","I could not to log in to my account.
",customize;desktop;
1276677,2020-01-07 08:42:05 -0800,https://support.mozilla.org/questions/1276677,Firefox does not print the entire page - tried all suggestions - please alternat,"Fire fox will not print out the entire page. I adjusted the settings as per the support tech web pages but to no avail.
When I print out an IE or chrome the page print out correctly.
Are there any solutions that you have that you can suggest to me to fix this error because I’m al...",desktop;fix-problems;windows-10;
1276679,2020-01-07 09:04:20 -0800,https://support.mozilla.org/questions/1276679,I need to share Bookmarks Toolbar with all users on a computer in an academic se,"I work at a university and have laptop computers that multiple students use, and I want them all to be able to access various preset bookmarks that they will need on the Bookmarks Toolbar. I used to be able to set it up with one account and then save the settings to the default u...",bookmarks;firefox-710;desktop;windows-10;
1276683,2020-01-07 10:09:16 -0800,https://support.mozilla.org/questions/1276683,Why are double windows opening in Firefox when clicking on a link?,"Every time I click a link, Firefox opens two (2) windows. One with the URL link and one just with my FF home page. And fixes with easy to follow steps? Happens with both my MacBook Air, the old one and the new one. Both are running OS Catalina V10.15.2
Thank you!
",firefox-710;desktop;fix-problems;mac-os;
1276685,2020-01-07 10:13:48 -0800,https://support.mozilla.org/questions/1276685,the default file manager for downloads folder and open containing folder changed,"Using Ubuntu 19.10. I recently installed the kde plasma desktop as an option so I could log off and then log in to a user I created specifically to use the KDE Plasma desktop and applications. While in Ubuntu using Gnome as the default desktop all other browsers, Chrome, Brave, O...",other;desktop;
1276688,2020-01-07 10:29:09 -0800,https://support.mozilla.org/questions/1276688,"Hello, is it possible to deactivate Javascript for background tabs?","I'd like the html and css code to remain the same, just stop Javascript.
Optionally I'd like Javascript to continue running when I get back to the page.
A button to stop/pause Javascript on foreground pages would also be nice.
I'm fine with any solution suggestions, be it about:c...",tips;firefox-720;desktop;linux;feature;performance;
1276689,2020-01-07 10:41:16 -0800,https://support.mozilla.org/questions/1276689,Anyone have an update for Tabs on the bottom for version 72?,"I had the userChrome.css update done for 65, then 71 and now with version 72, the tab bar and bookmarks bar merge into one line. Looking for an update to fix it as the issue is beyond my abilities.
",tabs;firefox-720;desktop;windows-10;userchromecss;unsupported-modifications;
1276690,2020-01-07 10:49:56 -0800,https://support.mozilla.org/questions/1276690,Firefox log out me of my Google account,"Hello,
When I open Firefox browser, I am logged out of my Google account, when I connect to this one, I close Firefox browser and I reopen Firefox, I am  logged out. So I would like to know how stay connected to my Google account even after closing and reopenning Firefox browser....",websites;firefox-720;desktop;windows-10;
1276691,2020-01-07 11:10:45 -0800,https://support.mozilla.org/questions/1276691,Battlefield 4 battlelog battlescreen blocked by FireFox. Chrome has a load unsaf,"I can not play Battlefield 4 with the Battlescreen showing in Battlelog anymore
https://battlelog.battlefield.com/bf4/battlescreen/show/
I can get to ""Loading Battlescrenn"" but that is all.
i can get it to work in Chrome (ugh) by uising the ""load unsafe scripts option""
I've tried...",privacy-and-security_1;firefox-720;desktop;windows-10;
1276692,2020-01-07 11:37:19 -0800,https://support.mozilla.org/questions/1276692,keep getting a message that say web page is slowing you down  stop or wait,"almost any web page from email to google to facebook and I get this yellow band that says a web page is slowing you down  today when I click stop by the time I get back to the place I was typing the message is back
",firefox-710;desktop;fix-problems;windows-10;website;slowness;
1276693,2020-01-07 11:46:00 -0800,https://support.mozilla.org/questions/1276693,can't use a signature pad on surface tablet,"Im using Firefox on a surface tablet running windows 10 pro.  My webpage has a signature block - when I try to sign with my finger the page just scrolls and the signature pad will not accept the input - the signature pad works fine if I use the keyboard touchpad, but if I use the...",websites;desktop;
